x,y,gene,cell
498.71205522122733,22.420476806861394,Gene 1,0
505.5685745198179,25.923321948472132,Gene 1,0
498.5342489891269,27.44419291979861,Gene 3,0
503.75963665897774,22.363029876497077,Gene 3,0
494.67178124825483,23.476473435974547,Gene 13,0
498.66637345334794,28.471052220080097,Gene 44,0
499.99614256437997,24.245139030618457,Gene 48,0
522.0336740767739,17.294749345972544,Gene 8,1
528.2546530167335,16.589421225687936,Gene 15,1
525.047323490663,13.296213529567806,Gene 19,1
521.3837393477601,16.620550529702456,Gene 20,1
525.6715951885532,18.78295599242694,Gene 24,1
522.0131857667864,17.086738271613953,Gene 35,1
527.8995516325284,13.915373269669526,Gene 48,1
525.6374223289774,12.567112114897418,Gene 48,1
558.656639257322,16.239021292360007,Gene 20,2
561.9195388731209,18.878076971359793,Gene 15,3
560.4734228024145,21.341982001487956,Gene 17,3
565.3872106416682,22.299304564688175,Gene 19,3
563.0277424933505,22.679152480366763,Gene 19,3
567.7383159285414,21.66782279709991,Gene 21,3
570.0721717600852,22.266143188441067,Gene 24,3
563.5745671927269,19.110093987940797,Gene 35,3
568.8765305058038,19.293700679408413,Gene 35,3
560.1347340587612,20.517841249817494,Gene 35,3
568.5390843502555,22.59824429373346,Gene 35,3
566.3915603977089,19.29622146225711,Gene 36,3
562.2627349900907,21.433149440844506,Gene 36,3
570.6388081016794,18.671686932958828,Gene 36,3
572.4062994340146,19.994067861979204,Gene 39,3
572.269268897519,21.950930466817976,Gene 40,3
570.5600496158745,20.534464233446673,Gene 45,3
560.7450924801842,21.3329685159583,Gene 48,3
612.3113311401199,32.44377340112123,Gene 15,4
609.3884554433763,33.644988621242575,Gene 18,4
607.4632343306682,35.37638844204416,Gene 20,4
610.9189385117587,32.26893587219544,Gene 22,4
610.5672085355856,30.942314114042308,Gene 43,4
619.6439552561018,19.464095527515028,Gene 8,5
613.8720306814207,19.232345715946977,Gene 10,5
616.219807183532,15.319286271030823,Gene 18,5
620.2557513082968,18.540218435685887,Gene 19,5
614.3608778654377,14.424185516380458,Gene 21,5
621.8410747460866,18.169858280973287,Gene 27,5
622.3164041634959,16.860431467285803,Gene 36,5
618.6137825879846,18.187998402020565,Gene 43,5
612.9984617246595,17.562903463237934,Gene 48,5
641.4107018962729,18.076254689518024,Gene 28,6
642.0007501571569,13.188686641060272,Gene 47,6
642.0589784177241,16.15213156079947,Gene 48,6
642.3757240764469,11.312015650328885,Gene 48,6
451.7693316983854,49.84283325708399,Gene 3,7
450.1683074272915,47.33030897887696,Gene 24,7
450.7241815205007,49.38951748536215,Gene 24,7
454.14421759458844,49.97914682145344,Gene 35,7
454.23527999716134,43.019767476852245,Gene 48,7
457.7868998343776,44.14533895117079,Gene 49,7
487.92626016042936,48.781556712285656,Gene 1,8
493.6924060785209,46.864129733805335,Gene 3,8
490.70842180324365,49.828563055732154,Gene 3,8
490.8458237306693,51.43108013162449,Gene 7,8
494.0777679406791,50.430748615918226,Gene 15,8
488.147423182008,45.11981741977519,Gene 17,8
491.8088251968642,52.19654864740455,Gene 19,8
494.8532713948069,48.770334165781286,Gene 19,8
492.51048283828277,46.253963574470255,Gene 21,8
486.15799996914546,50.38699181950428,Gene 23,8
494.1008815142628,49.08071187146228,Gene 23,8
486.7634396711855,50.75747936181786,Gene 27,8
493.4777830749798,49.7198758457633,Gene 35,8
491.1077580434596,46.523715725599786,Gene 36,8
