X,Y,Class ID,Class 0,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Class 7,Class 8,Class 9,ProbClass0,ProbClass1,ProbClass2,ProbClass3,ProbClass4,ProbClass5,ProbClass6,ProbClass7,ProbClass8,ProbClass9,Minor Axis,Major Axis,Rotation,RNA Concentration,Color_string,ClassName
11.74367567992726,12.908118404445148,8,0,0,0,0,0,0,0,0,1,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,12.452313204195235,9.532855696224463,1.6771227112760736,0.934635256549358,#bcbd22,i
22.1260945234281,12.329423411107612,7,0,0,0,0,0,0,0,1,0,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,11.06595882911209,11.041271251754692,3.4714450221989153,1.1404569860480402,#7f7f7f,h
33.02526310277672,11.010800143443271,8,0,0,0,0,0,0,0,0,1,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,8.73889648693547,13.404984252098256,4.489113286094212,1.106867333313279,#bcbd22,i
46.09256300701234,8.272574111773856,1,0,1,0,0,0,0,0,0,0,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,7.121550872219699,14.651058399401217,6.226437426553019,0.9059028163408233,#ff7f0e,B
60.26698483304064,9.16326658593865,1,0,1,0,0,0,0,0,0,0,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,9.967452346207086,12.27301163241724,3.149631575676706,0.9907307396414066,#ff7f0e,B
72.42094217376336,6.62885447103751,7,0,0,0,0,0,0,0,1,0,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,17.60265063387628,4.942340824322451,1.6102910542773978,0.9273711886979807,#7f7f7f,h
82.60790591101441,8.24691226124855,8,0,0,0,0,0,0,0,0,1,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,9.42591382562838,12.811866258148862,3.747767225061687,0.9447647563415943,#bcbd22,i
98.24625275331346,7.924199559962553,7,0,0,0,0,0,0,0,1,0,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,16.372808737622815,5.6940613356830045,5.604429352916987,0.8820013190437819,#7f7f7f,h
105.40842067707564,4.84428269878459,7,0,0,0,0,0,0,0,1,0,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,10.000452329050228,12.071062355396405,1.9545769097177972,1.0329223912671106,#7f7f7f,h
117.92426634816137,13.213172483195889,7,0,0,0,0,0,0,0,1,0,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,12.129014306956044,10.149674073897227,0.32779706542500164,1.0370544953467817,#7f7f7f,h
131.19656517841858,11.496473584242677,1,0,1,0,0,0,0,0,0,0,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,10.86396189922136,10.661589153792596,3.485771487967761,1.0357554307743908,#ff7f0e,B
142.2912817206097,11.651089497439482,1,0,1,0,0,0,0,0,0,0,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,10.262843594381804,11.59319281552334,1.3969083217852114,0.9351856160319354,#ff7f0e,B
157.2512141656477,13.296440606236372,8,0,0,0,0,0,0,0,0,1,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,12.791306649212677,9.05398258527,2.7995597998894293,0.9688103595887512,#bcbd22,i
167.9247803150324,11.021964674202968,7,0,0,0,0,0,0,0,1,0,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,15.330734796357357,7.497083468540383,4.525161651129506,0.9622983490547232,#7f7f7f,h
184.69817528234833,12.917166151226677,1,0,1,0,0,0,0,0,0,0,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,9.91715234624336,11.950898201687346,3.4101068617712875,1.0829371078430208,#ff7f0e,B
191.0976462383372,7.1171705123207705,1,0,1,0,0,0,0,0,0,0,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,14.480529017357213,7.449033450414404,4.783467744381742,1.0000416890335841,#ff7f0e,B
203.70561159144032,10.821017813720964,1,0,1,0,0,0,0,0,0,0,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,10.220480121850102,11.868505636287763,1.1274299126150524,0.9721823936685914,#ff7f0e,B
218.36643820973063,8.794438245090651,1,0,1,0,0,0,0,0,0,0,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,8.732302358554382,12.950053198913661,4.964364534688891,0.9786210545006352,#ff7f0e,B
229.59019564175887,10.68230181702896,1,0,1,0,0,0,0,0,0,0,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,8.478955966612409,13.780702934001573,2.3815106884423254,0.9759688594567569,#ff7f0e,B
238.10166988195914,6.252442014336904,1,0,1,0,0,0,0,0,0,0,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,13.502020121462,8.988191412973073,6.135843690476414,1.0663995562753534,#ff7f0e,B
251.84967255160694,10.874168747021391,8,0,0,0,0,0,0,0,0,1,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,13.318869989455123,8.797185700991598,5.534785284879166,1.0258239424192732,#bcbd22,i
263.2599016818827,10.528010146531422,1,0,1,0,0,0,0,0,0,0,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,12.41947089534062,9.304131969206882,5.949857548821403,0.9635018748324288,#ff7f0e,B
277.5980321311506,10.527279934932219,1,0,1,0,0,0,0,0,0,0,0,0.00010574363572928248,0.6139595346956581,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.00010574363572928248,0.125094082495557,0.2602061773580659,0.00010574363572928248,10.17854488176765,11.85439708182805,6.114293804729993,1.040307021098347,#ff7f0e,B
