Type 0,Type 1,Type 2,Type 3,Type 4,Type 5,Type 6,Type 7,Type 8,Type 9
3.023152603188959,1.9218054693745745,2.2767921140649605,0.004732950131116905,0.0,0.0,0.9580795348296701,0.0,0.0,0.0
3.0468489799744267,2.2538397675437567,2.2908246643355015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3138117507038722,3.3147969172015124,2.6478534338169863,0.7072331878950033,0.0,0.0,0.0,0.0004385032803047999,0.0006026318192011657,0.0006652593211477767
2.8857774635812765,2.396303962805285,2.191819645177722,0.0,1.1856151635877952,0.0,0.0,0.0,0.0,0.0
3.004930816401425,2.8634539796641834,1.8342979489236757,0.7818804468156605,0.0,0.0,0.0,0.8549226280337415,0.8981016886669682,0.0008488316795054918
3.133665385545106,2.802669000688995,3.2868997871698262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3157720825716575,2.3515535616784446,3.009956740362528,0.04413639474516028,0.0,0.0,0.0,0.0,0.0,0.0
4.83827518915934,4.258369421677448,3.838663002472361,0.0,0.0,0.0,0.0,0.0005896084497934625,0.0,0.0008945030394754345
1.7063833946649007,1.1209187232342317,1.4861654185832032,0.0,0.0,0.0,0.0,0.004467835630105182,0.0,0.3931364417174306
0.0,8.724920273982165e-07,8.543208360179593e-07,0.0,0.0,0.0,0.009731626212634698,0.012313634587131467,0.0,0.015567652805627896
0.0024903006678420646,8.724920273982165e-07,8.543208360179593e-07,0.0145691370399181,0.0015857166330911206,0.0,0.0,0.0,0.0,0.0
0.027737574102397616,8.724920273982165e-07,8.543208360179593e-07,0.0,0.0,2.0233864961252594,0.0,0.0,0.0,0.8749976951464487
0.0,0.4025910057250102,0.2550425665174045,0.0,0.33330801358030243,0.0,0.0,0.3872941637372447,0.0,0.0
0.0,8.724920273982165e-07,0.5252647990980829,0.0011092076032980013,1.2980572491465752,0.0,0.005109501069793015,0.003501962143738546,0.012031801768893595,0.5246463709118065
0.003329196603689184,0.30924659833376816,0.6162200997914754,0.0,0.003533149294963776,0.0,0.11615478956263711,0.0,0.01810891902532691,0.41647621018551667
0.025050502379081234,8.724920273982165e-07,8.543208360179593e-07,0.002854953355678639,0.008217225742899,0.4473411235178013,0.0021918630894217583,0.0,1.5040253087499191,0.0
0.0,0.5730089803986712,8.543208360179593e-07,0.0006345281040929518,0.0006445838086790227,1.313766464837574,0.0,0.0,0.0,0.013676661778850989
1.0672036690188693,0.3962871963827738,0.8136134715204462,0.0,0.0,0.0,0.0,0.0,0.0,0.7077875727143158
0.002233876085285339,8.724920273982165e-07,8.543208360179593e-07,0.033979303309102676,0.0,0.0,0.0,0.10469978316039946,0.059539919442268455,2.4929503984027965
0.0,8.724920273982165e-07,8.543208360179593e-07,2.2668184536131073,0.0,0.1569443380488436,0.07608469812334272,0.010789057978914338,0.0,0.0
0.0018714538312773865,8.724920273982165e-07,8.543208360179593e-07,0.0,0.01876866887182759,2.0830506496746892,0.02758130988734971,0.0,0.03637098714581492,0.0
0.12416607395646244,0.32726850986990164,0.3007598898713965,2.0254838216953477,0.6286522716457488,0.0,0.0,0.0,0.0,0.0
1.8048733361221017,2.1378072917648474,2.2166021009259316,3.354378213201108,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.36981817935207706,8.543208360179593e-07,2.6217001168377205,0.0,0.0005387057950293625,0.2790112900153711,1.6726672950404418,0.000540751425248833,0.0011938962219007752
0.0,0.18326925876466665,8.543208360179593e-07,5.2996944652151035,0.0005723058939203432,0.0,0.09731877035438874,0.0,0.2701094559267208,0.0
0.13010406436633537,8.724920273982165e-07,8.543208360179593e-07,4.382340793526147,0.0,0.03003572133031999,1.0283912923072642,0.0005625229845593165,0.39581244554752454,0.0
0.0003307684850891175,0.4478728771963217,8.543208360179593e-07,4.706676827907019,0.0,0.0,0.15042347094159444,0.0,0.0,0.0
0.151439224556956,0.4742466304972874,8.543208360179593e-07,0.0,4.996120607904848,0.0,0.013050294719395445,0.0,0.0,0.0
0.0,0.001678608818142367,0.0020093743983352337,0.0,4.685810159632341,0.0006098082999890176,0.0,0.0,0.002448495712429866,1.1217248833990732
0.6643092236228886,0.38154790204885936,0.3627817406716497,0.011746590006217637,7.342047204636086,0.0,0.04348124332684875,0.11059585846591678,0.0009101261760136154,0.0
0.0,8.724920273982165e-07,0.3893587390349636,0.0,4.750926165757891,0.0,0.0,0.0,0.0,0.022604976748026633
0.0,8.724920273982165e-07,8.543208360179593e-07,0.0009813078057519502,4.941929051903516,0.0,0.0,0.0,0.0,0.0
0.0,0.4196711578153948,0.029994766797379727,0.0,0.0,6.584338329932218,0.0,0.0,0.0,0.0
0.0,8.724920273982165e-07,8.543208360179593e-07,0.0,0.0,5.549436952781528,0.0,0.00045243500412065813,0.026114679542164544,0.0
0.0,8.724920273982165e-07,0.4280339438028285,0.0,0.0,4.116949882606938,0.0,0.0,0.0,0.0
0.0,8.724920273982165e-07,8.543208360179593e-07,0.022157405136051446,0.0,6.470111494142284,0.0,0.00145739162802683,0.005341020132397512,0.0
0.0,0.23597486743716148,8.543208360179593e-07,0.0,0.0,3.0540274738387425,0.0,1.682514775818793,0.0,0.0035642068894946874
