x,y,gene,cell
7.291369835710355,8.110796437361817,Gene 4,0
8.607180191375548,-2.35395282086644,Gene 15,0
8.124498229391067,2.5719924547878885,Gene 15,0
10.031310485747293,6.044231739970397,Gene 38,0
6.292244044881586,2.7706182970922186,Gene 40,0
9.935824710411822,1.5985246509485407,Gene 45,0
6.539289471629667,1.608366234921165,Gene 45,0
7.606935941138098,6.541757610399678,Gene 50,0
7.394240161015619,5.37142262306577,Gene 50,0
7.216545397723573,1.38344891620604,Gene 50,0
7.380734014485713,2.2466922214897043,Gene 50,0
6.795822636903815,7.334856922510993,Gene 51,0
7.680914567184628,-0.04916891794679579,Gene 51,0
9.540145481810066,8.589785635829521,Gene 51,0
9.395191199923877,7.297412906847937,Gene 51,0
8.721023285239236,9.116206474164539,Gene 52,0
9.821344450833436,9.253607529821625,Gene 53,0
6.476419469364111,2.7629435761035848,Gene 53,0
9.452382980778859,7.342360102491067,Gene 53,0
9.172883198797928,7.252080548926451,Gene 53,0
9.029736270210163,5.676280414486523,Gene 53,0
9.207684771076227,3.8279620901958777,Gene 53,0
11.19373123546861,3.412830966899376,Gene 53,0
8.74755239684704,0.8498097725861218,Gene 53,0
9.824145643878866,2.331980148686247,Gene 54,0
8.042850099671655,-3.330254210370388,Gene 54,0
6.683490456414509,8.630953690908603,Gene 55,0
5.9112565162203765,4.124957844773894,Gene 55,0
10.546394572584909,2.7556087710319317,Gene 55,0
23.80286772346207,8.832192755451215,Gene 4,1
27.606607359993315,8.254396729596753,Gene 4,1
30.58953329189071,9.542277918291632,Gene 4,1
28.210167227252025,2.669217431927776,Gene 15,1
25.009049839991796,9.615582333183237,Gene 15,1
23.550326631323195,4.445121972391829,Gene 15,1
28.881707022059114,13.430133016950903,Gene 24,1
26.861920165181978,12.489017668531407,Gene 25,1
27.761818955677477,2.894158148370109,Gene 38,1
30.104636190256922,5.712751284600616,Gene 45,1
30.62688967806907,9.168914924233142,Gene 50,1
23.259721835750376,7.907851314253322,Gene 50,1
25.85357817838907,11.122033686088791,Gene 50,1
25.287969258686598,4.027927892396403,Gene 50,1
28.321408858187294,5.16476165477434,Gene 50,1
28.3564287697224,4.418042672981622,Gene 50,1
25.483916180200545,2.3616036511303857,Gene 50,1
24.530061454044077,10.62872578739843,Gene 50,1
29.271174005178533,8.763976683596164,Gene 50,1
24.315859293979052,12.121002838892085,Gene 50,1
29.741944814907537,12.649494427878352,Gene 51,1
25.27989321146003,10.465623842564664,Gene 51,1
24.692842639298036,7.319432695775283,Gene 51,1
26.51770983026991,2.596346708539267,Gene 53,1
25.93852794408348,14.12504650258187,Gene 53,1
23.27503699470743,6.31131198397169,Gene 53,1
26.90322262568174,2.646835160926548,Gene 53,1
30.397451377959456,7.820434121668729,Gene 53,1
23.65151863306451,4.418207267063514,Gene 53,1
27.20716193620491,11.23848519643194,Gene 53,1
24.882633981932887,11.473220556427002,Gene 53,1
26.039091442148997,3.9939111305749764,Gene 53,1
28.613385865875994,11.325138514849124,Gene 54,1
29.344020822305037,5.440220600799751,Gene 54,1
27.495474979320807,5.809437936320487,Gene 54,1
24.90879637286843,9.922321222818107,Gene 54,1
28.314873972102472,12.825822456617868,Gene 54,1
26.45306698239839,13.68221435352483,Gene 55,1
36.766165909246155,5.959962230021041,Gene 4,2
33.422737404742264,9.064943952306695,Gene 15,2
38.302001323432805,11.223930226163162,Gene 15,2
39.955250265292534,6.280919727709302,Gene 15,2
34.91075620357582,13.870995888684192,Gene 33,2
34.96976242433719,3.3988346367128646,Gene 47,2
33.71740009438655,5.021310827764159,Gene 50,2
39.74738250279795,9.292816092970487,Gene 50,2
35.35223706516656,4.25025159076316,Gene 50,2
32.367080542050275,8.791134954530131,Gene 50,2
33.696126083074105,6.034990676226528,Gene 50,2
39.0920407238586,10.886468283644692,Gene 51,2
37.591955136656665,13.527204483304097,Gene 51,2
39.68841939308298,9.599992543032688,Gene 52,2
38.35424375864283,6.274013751279714,Gene 52,2
38.30106304499596,10.578820662884002,Gene 53,2
38.226355581790834,5.731352656291617,Gene 53,2
35.01913560654734,5.037571737262889,Gene 53,2
32.71707753794628,10.040386207203278,Gene 53,2
35.886447409456956,6.03882530403261,Gene 53,2
35.409199992047114,15.64779337233951,Gene 54,2
37.79210798061111,7.483597595108031,Gene 54,2
36.741632105181225,15.252543908853035,Gene 54,2
39.706686566630886,7.161017535519128,Gene 54,2
32.94296630956698,12.177951210045796,Gene 54,2
37.03129525339755,11.569537911795608,Gene 54,2
36.54679452964307,11.820435704454573,Gene 55,2
49.52782024824432,13.387562881144321,Gene 4,3
51.866842799063946,13.706488895432692,Gene 15,3
51.694835831357715,12.580888745824195,Gene 15,3
51.72258025639027,8.273873140832446,Gene 15,3
52.92480610746334,8.709455512250305,Gene 50,3
47.44584053095139,6.868908028172326,Gene 50,3
48.456538659402526,14.795664129280826,Gene 51,3
52.29780721687238,10.717550057579592,Gene 51,3
52.4855593088612,7.538087093541426,Gene 51,3
48.41961829999886,4.499467671604149,Gene 51,3
47.27562994325807,12.61390031307399,Gene 51,3
47.502356366249835,7.7479367884633215,Gene 51,3
48.088635935027696,6.561631350212631,Gene 51,3
51.27326039046913,3.16468352192536,Gene 51,3
51.8872822381206,11.831936091306261,Gene 52,3
51.830190856327846,8.452417585569025,Gene 52,3
49.44577171609628,15.233105166827537,Gene 53,3
50.856960898808246,15.192568238500481,Gene 53,3
52.83216870229707,7.123286549262438,Gene 53,3
47.48956824367403,12.421527948168412,Gene 53,3
47.72957973652153,9.926195011682449,Gene 54,3
47.08753733450345,9.34676885035917,Gene 54,3
47.29056630916057,5.843932941897313,Gene 55,3
48.18064288784513,3.5953640082746103,Gene 55,3
54.2362578335994,1.9781536414615175,Gene 4,4
58.99511904212927,3.023990293296082,Gene 25,4
55.80513371971045,9.86554767958665,Gene 45,4
59.019520296204995,6.647071518901443,Gene 50,4
59.043181423295046,3.174397506999074,Gene 50,4
53.34343578432426,5.067358955261876,Gene 50,4
56.79653990619807,10.028367438393945,Gene 50,4
52.904616762708066,6.107627994235579,Gene 50,4
57.14911507539288,1.79140648600079,Gene 51,4
57.59522838869177,3.3715929925344974,Gene 51,4
57.445730056635185,2.156071369411764,Gene 51,4
56.05454395890697,3.7039155845880622,Gene 51,4
58.43618100772878,10.689109313022334,Gene 51,4
52.84647641645778,10.621273398245355,Gene 51,4
54.71564186200759,2.2227507475444073,Gene 51,4
59.32957141640443,8.530602747476781,Gene 51,4
55.81440466891792,10.245079590828173,Gene 52,4
59.954179008743,4.330724844407545,Gene 52,4
56.40899813314979,13.071770699694442,Gene 53,4
56.70238125852854,1.6018995907003228,Gene 53,4
55.88527197069474,9.659560328747478,Gene 53,4
55.43818784286322,5.072549095866513,Gene 53,4
55.117592970590145,2.592729992931157,Gene 53,4
59.366538795865345,3.6911726213786573,Gene 53,4
52.7403354171653,6.448959006267584,Gene 53,4
60.196764348033234,8.471727388635593,Gene 53,4
53.16021971780663,9.072387112979374,Gene 53,4
55.39395732018972,11.117021856922086,Gene 54,4
56.806167926532225,13.703469158878367,Gene 54,4
57.62312712108956,9.572921796420795,Gene 54,4
54.24046678087141,11.28984115196801,Gene 54,4
55.499550839936745,3.999598671589758,Gene 54,4
59.827516037936434,8.882517428645459,Gene 54,4
58.9699918222607,4.838063528932318,Gene 54,4
58.73298933207821,3.7438965223746297,Gene 54,4
58.54136866445916,5.237074543498475,Gene 54,4
57.42068787332115,12.761597691564571,Gene 55,4
55.910705839916176,8.80485184749683,Gene 55,4
54.12962657155638,6.834406830154494,Gene 55,4
53.20090223131782,4.21849262245471,Gene 55,4
53.32199516570771,7.311480752621731,Gene 55,4
71.57845888341461,15.155044957283078,Gene 4,5
74.51307976177486,12.975524897602382,Gene 4,5
68.60310679145805,10.920174302785536,Gene 12,5
69.98357709660509,15.847509064917872,Gene 23,5
71.23107578422004,17.745391138798855,Gene 23,5
68.49776637627065,17.578346693540805,Gene 29,5
66.35260611633893,13.235734643363154,Gene 36,5
71.34730908436752,14.775214735842635,Gene 41,5
74.87283012923346,11.389113301798005,Gene 41,5
74.0004116222711,11.837941744855422,Gene 43,5
67.46297518807972,15.018064644182715,Gene 43,5
68.83919499928521,16.543418509949785,Gene 43,5
71.98721867301197,11.570721382383395,Gene 43,5
66.82431913493612,11.886540351710789,Gene 43,5
67.65561019087058,11.714675176938297,Gene 46,5
68.96218111752904,14.559489202290264,Gene 46,5
67.62159366835913,10.782165793224147,Gene 46,5
74.10575258217206,12.37609235933535,Gene 46,5
67.28418132475808,11.287440709543775,Gene 48,5
68.98185185549004,17.983090025180733,Gene 48,5
73.25974673063271,11.900132239053606,Gene 48,5
72.5095598338196,8.641515018988343,Gene 49,5
73.87925467010572,16.187698014749756,Gene 49,5
67.59582190628596,16.499735598545232,Gene 49,5
69.2977894011619,7.951770413227209,Gene 49,5
68.78427427710587,16.61148836299255,Gene 49,5
71.22772117339511,7.278482058621297,Gene 49,5
67.3603917411939,9.079092043942408,Gene 49,5
70.18286011936212,16.964315479569283,Gene 49,5
74.09161395788506,11.935329331390493,Gene 57,5
71.74399813842129,15.067206065331483,Gene 57,5
76.21246428080724,11.459800607029797,Gene 15,6
85.06185228365302,11.277586695348543,Gene 15,6
78.80208062480554,13.826672766839863,Gene 25,6
81.0000939048707,16.58682106493778,Gene 38,6
80.72703267306088,10.566772099266734,Gene 45,6
83.1749841884538,7.76998428314624,Gene 50,6
77.67189654442944,12.302649495165216,Gene 50,6
77.42440254031528,14.946817807777608,Gene 50,6
85.49330152153985,12.707800220577068,Gene 50,6
78.18744791451945,12.142141870696605,Gene 50,6
83.35862833400084,9.392435295247694,Gene 50,6
77.35235898893878,8.674358216722627,Gene 51,6
82.27303425510065,14.502020447614136,Gene 51,6
77.35779173961419,10.10565686168393,Gene 51,6
76.6589907980131,10.958443776507185,Gene 51,6
79.20959169695521,15.700062530856881,Gene 53,6
84.71417471023821,12.23165637487627,Gene 53,6
81.76459093312567,14.191308435901977,Gene 53,6
77.61184968998919,10.389756685009186,Gene 53,6
82.68933023756023,10.324116651574,Gene 53,6
78.61642017366125,15.511099586649305,Gene 53,6
77.9388242945964,12.575911660293405,Gene 53,6
83.20123230658723,14.61313338989315,Gene 53,6
83.84219765579095,7.503519493164314,Gene 54,6
85.27585190540908,8.627051435826184,Gene 54,6
83.68556752562914,15.565178840156,Gene 55,6
78.02419347894923,14.653272366679024,Gene 55,6
85.88219317745687,9.565428811056153,Gene 55,6
84.21759424239538,10.3836709238807,Gene 55,6
85.47370463952599,10.535978333039994,Gene 55,6
85.42043743864778,13.138547849701945,Gene 55,6
96.49423605348814,10.508617554696357,Gene 4,7
91.01887397457106,13.172004385087392,Gene 15,7
96.54250310219396,9.85932955617996,Gene 15,7
90.43333135422404,9.416294580368236,Gene 45,7
99.7991938232627,11.191874943622476,Gene 45,7
100.3344912298342,11.468495327666593,Gene 45,7
98.67143242487447,10.822448407050283,Gene 50,7
100.13838971210433,12.905916101917947,Gene 50,7
98.40035776208332,13.789334392456695,Gene 50,7
92.90392201532894,12.59806590096221,Gene 51,7
100.86436439872419,12.380606184086249,Gene 51,7
98.12588356766231,10.70653738503205,Gene 51,7
96.81194766241637,9.197344705766465,Gene 51,7
100.29304596121399,10.076144954295984,Gene 51,7
96.96831333957041,13.487720961838171,Gene 51,7
97.78400065270515,14.836766719481023,Gene 52,7
93.72075633631763,12.932506935831125,Gene 52,7
98.16218035255685,12.692899887096967,Gene 52,7
95.05055138204561,8.13280193363498,Gene 53,7
98.02302849346977,10.465018809886743,Gene 53,7
98.13844139473844,8.74582614436494,Gene 53,7
93.84143576737557,15.478555444023957,Gene 53,7
89.6469381588667,12.708519519441053,Gene 53,7
93.64000310884792,9.159631588554054,Gene 53,7
97.33698160745391,11.525199704209312,Gene 53,7
97.77452888763864,8.361791483516166,Gene 53,7
97.81378319459839,9.525727748811406,Gene 53,7
99.44703426110156,9.98766078975697,Gene 53,7
93.51310693900226,9.365279861047991,Gene 53,7
91.61655777272946,9.575116616864582,Gene 54,7
100.10434433681912,11.51730085540596,Gene 54,7
95.36041255678222,7.56768507646847,Gene 54,7
90.07776382177678,13.08570845259466,Gene 54,7
97.2867693226581,9.612343338944683,Gene 55,7
92.1557857016148,11.881412005926846,Gene 55,7
92.96455192349515,12.272947482178093,Gene 55,7
96.7188221099056,14.865832178388025,Gene 55,7
105.44837282127358,7.422579064729003,Gene 4,8
104.96525394339884,12.477032566188662,Gene 15,8
106.65051302409742,11.108940325176832,Gene 24,8
110.54768693478388,15.075377132284322,Gene 39,8
104.77477846978859,9.722859151562124,Gene 45,8
110.49092843770315,6.639402819054028,Gene 45,8
110.68820057771607,9.075491972666121,Gene 45,8
111.916496199576,12.284980847879034,Gene 50,8
104.64410706270105,7.626721134777355,Gene 50,8
111.00026152407031,7.646221667225017,Gene 50,8
111.33474479872207,6.8681819109149425,Gene 51,8
106.49669667076165,12.696111694837914,Gene 51,8
107.17421307866651,17.103620441595535,Gene 51,8
111.11068434384947,8.251556044812855,Gene 51,8
105.15636262350569,5.982278645783137,Gene 52,8
110.489032592523,13.179696261186118,Gene 52,8
111.06225647890238,13.030385199138417,Gene 53,8
106.19126346472518,6.052091698679792,Gene 53,8
104.5858923195328,9.053625148546931,Gene 53,8
105.44108879465827,13.591620467366411,Gene 53,8
111.8134399665278,12.046609116481385,Gene 53,8
109.90665177850562,9.962055069008795,Gene 53,8
109.35610681148667,6.9627549169951095,Gene 54,8
111.11072578195673,14.08134628493725,Gene 54,8
109.54041359269056,14.067020033113415,Gene 54,8
105.46975016923146,15.803263452006005,Gene 54,8
107.13095377248054,14.90336424896134,Gene 54,8
109.17972803159451,15.464107970787452,Gene 54,8
109.17730509820034,11.85597024624416,Gene 55,8
121.79021598605183,10.149725743860945,Gene 4,9
122.45668395986532,12.125413447881801,Gene 12,9
125.3164306368056,10.24817156066862,Gene 23,9
119.44608293866682,15.435013853008863,Gene 23,9
125.94233112540951,10.003989895309086,Gene 23,9
119.9205567511587,10.83883446222912,Gene 23,9
118.5914484273846,15.013387840851836,Gene 36,9
121.22822431276023,10.57673694559732,Gene 36,9
125.52881094993045,12.820679252587352,Gene 40,9
124.7869363679344,13.072820812754472,Gene 40,9
121.55602251211317,11.438003300615717,Gene 41,9
122.17230346715432,15.861135203934257,Gene 43,9
124.9686270744161,10.219474562664214,Gene 43,9
127.49893069583878,13.586083466365576,Gene 43,9
123.99365817877843,10.209419595400773,Gene 44,9
117.4014935075084,14.143496511945482,Gene 44,9
121.20442007872532,11.098631416599622,Gene 44,9
125.20961414128193,15.144414288696833,Gene 45,9
123.0786295164555,10.470079822816615,Gene 45,9
126.15667330131282,10.573155167421989,Gene 45,9
124.84178606001662,12.859662252551304,Gene 46,9
125.37973761740545,13.534137987585815,Gene 46,9
124.45320175358697,13.2755447193816,Gene 46,9
127.0270388539605,14.143343786552775,Gene 46,9
118.48866183114271,11.081789282612727,Gene 47,9
126.22819897440047,10.285185408053039,Gene 47,9
127.36583962574088,11.08458622004023,Gene 48,9
122.3165346036204,10.04723632138261,Gene 48,9
123.48054067793036,15.878732562307512,Gene 48,9
125.17642210117947,11.228241071037587,Gene 49,9
119.44800767360078,11.281805669936592,Gene 49,9
121.5304004393935,16.345351271631305,Gene 49,9
117.1106759916212,10.032701969161804,Gene 49,9
126.17691737616175,13.802374800126211,Gene 49,9
115.49533980568413,13.772000316330017,Gene 57,9
126.39057114589703,12.909043628820315,Gene 57,9
125.17820667344935,10.979735860941327,Gene 4,10
125.6209802034613,7.569494180084459,Gene 23,10
125.34497946100214,14.012763841416565,Gene 36,10
130.49172028580202,11.22158539250481,Gene 36,10
131.23189122932166,8.892188533502086,Gene 36,10
126.23677023149459,10.610901619087656,Gene 36,10
128.48403270019688,12.111598851968619,Gene 36,10
128.35149862054737,4.778417753310694,Gene 43,10
127.70867595345825,16.79695508552949,Gene 43,10
126.84358632722706,4.945822182141115,Gene 43,10
128.49324389215053,6.004976169966668,Gene 44,10
129.53466144572207,11.03361392342996,Gene 44,10
130.67737799454008,11.083932252363674,Gene 44,10
129.6510976632075,9.343588335768734,Gene 44,10
128.37896259879332,16.261768342298417,Gene 45,10
128.9854743740247,16.020053415068414,Gene 45,10
126.88629735159999,14.511929133860267,Gene 46,10
128.1184361564227,4.785267520966426,Gene 47,10
130.95092073381144,11.682070780528058,Gene 48,10
129.00572142622826,17.15205183794638,Gene 48,10
127.6817340700392,4.737769418703698,Gene 48,10
128.98132227948943,11.246885560824968,Gene 48,10
124.82188413590181,12.941988845724165,Gene 49,10
129.22014992266563,12.268259616440657,Gene 49,10
124.56875561944506,13.307803786615517,Gene 49,10
128.813165699357,15.895748871918054,Gene 49,10
129.5842238011596,9.029351985125766,Gene 49,10
130.94663239651405,13.094138292333373,Gene 49,10
128.74286280164176,17.38843535771536,Gene 49,10
128.60242656485224,5.862369857948715,Gene 57,10
124.87677609274873,9.959670746224239,Gene 57,10
130.6217644508341,14.220921394758637,Gene 57,10
145.9215462592609,8.170759175136961,Gene 4,11
143.13055744206005,13.509421738298078,Gene 4,11
143.537192934731,3.590013291452407,Gene 4,11
145.00180774481785,2.574964161730258,Gene 4,11
144.3300838427225,4.026492967219691,Gene 4,11
143.02347622436835,7.525359667011429,Gene 15,11
145.94572234163283,11.726038453490423,Gene 15,11
145.2897142695247,0.8088120847296398,Gene 39,11
145.5671882568039,7.459357599183257,Gene 45,11
143.81368173901018,12.088991648917641,Gene 45,11
143.30949083680028,8.153264185214574,Gene 50,11
143.48501832321625,14.137858661666423,Gene 50,11
146.47538970046938,10.614015615967448,Gene 50,11
143.67888870011973,14.118521735872974,Gene 50,11
145.29758662484952,4.378315917280767,Gene 51,11
145.03438498502203,8.777720199901301,Gene 51,11
144.45307644054253,11.56021507937144,Gene 51,11
143.76048681027598,12.239913067635786,Gene 51,11
146.1469451725762,13.942631953410185,Gene 51,11
145.5529620867027,14.825312382802807,Gene 51,11
146.08479662518542,8.741800917663342,Gene 51,11
145.3539041451893,5.302884184104058,Gene 51,11
144.72218560728814,14.97070308912729,Gene 51,11
143.59282981982048,8.906410358996615,Gene 51,11
146.15907849716066,14.713886481816878,Gene 51,11
143.13475970630034,11.100008984302928,Gene 51,11
144.60942346791063,16.546284522600786,Gene 52,11
144.30288411894503,2.720701352456394,Gene 53,11
143.56916265334982,5.291850364916956,Gene 53,11
143.181658532176,8.2134763150135,Gene 53,11
143.15093926712214,9.863692114335715,Gene 53,11
144.02861329030222,7.619159904245357,Gene 53,11
144.01649921215696,2.9598364050899306,Gene 53,11
146.01471985073786,15.647627415045203,Gene 53,11
143.53950087181283,8.804670089988116,Gene 53,11
144.10141213198796,2.259055089707683,Gene 53,11
145.86449615125395,13.09024652266068,Gene 53,11
143.7732988821149,14.134231492693662,Gene 53,11
145.93415053320157,13.255789742975345,Gene 54,11
144.64683335843995,1.146526090484759,Gene 54,11
144.80817302234638,13.716259426521765,Gene 54,11
144.37425462655844,3.8238228838671757,Gene 54,11
146.08728780263007,3.456521631862821,Gene 54,11
144.49327345795788,13.62634349780819,Gene 54,11
143.37630791954373,6.922493971555078,Gene 54,11
145.64033387934168,11.130129076051054,Gene 55,11
144.318861192905,5.836621375240565,Gene 55,11
144.13884410547033,14.588176844595537,Gene 55,11
160.3276660961936,8.902408611775023,Gene 4,12
156.84093318190773,14.43798296131346,Gene 4,12
155.4951084572009,14.72643421652684,Gene 12,12
155.15128766102953,13.400405467331014,Gene 36,12
154.1321936918769,6.6360160446135,Gene 36,12
157.81378364534385,15.333100755865978,Gene 36,12
155.46646014802337,13.08664729999263,Gene 36,12
154.64408132803402,12.143086907290186,Gene 41,12
161.64383414982169,11.244093466989538,Gene 43,12
155.91744020804825,11.326287367034135,Gene 43,12
160.7103869724334,12.441626798012894,Gene 43,12
159.30974167061245,15.524704917929519,Gene 44,12
159.53420039495708,6.11852030661747,Gene 44,12
156.46964051823323,4.815124998807368,Gene 45,12
157.58214368124212,12.326567439921472,Gene 45,12
158.00091673820916,14.622391630368321,Gene 45,12
157.31054993679209,13.054419602262866,Gene 46,12
158.0865497078043,14.807428305688493,Gene 46,12
161.30073132724078,9.052350638117856,Gene 46,12
154.96880839136904,14.07754820542767,Gene 46,12
154.6709240728611,13.423096246901835,Gene 47,12
157.4481316936508,9.531105629623509,Gene 47,12
156.91913132220375,6.214858889729141,Gene 47,12
155.70871530244827,9.993963900522301,Gene 48,12
158.79042709901603,4.833994279757039,Gene 48,12
156.83958042587426,15.095254589575873,Gene 49,12
162.1191211093451,10.74261431880122,Gene 49,12
157.97676966215352,6.689726271403309,Gene 49,12
159.50948791854577,13.328549328937939,Gene 49,12
155.86807958135216,10.306169719154658,Gene 49,12
157.07152080129478,14.419022918499568,Gene 49,12
154.32874564309532,11.877783207164665,Gene 57,12
159.64098289369855,12.253544577419353,Gene 57,12
157.27677387005434,4.665345337624957,Gene 57,12
168.71649091291013,7.74871229202258,Gene 15,13
163.91308942657489,10.566013675366689,Gene 15,13
163.01237165274435,9.135556934232632,Gene 24,13
169.345481826485,6.884465908686036,Gene 38,13
164.05167713421915,3.9940575911506784,Gene 50,13
165.45010252703042,12.931936224317212,Gene 50,13
169.3579179836648,11.248489729208263,Gene 50,13
168.11793378109542,3.720575384766871,Gene 50,13
168.55017846627547,3.2656731700600057,Gene 50,13
164.9912949938756,9.612750968679386,Gene 50,13
169.74901804732914,4.945731763752285,Gene 51,13
165.3102122860388,14.157667920981822,Gene 51,13
167.1924286386754,4.488530198883338,Gene 51,13
168.23127746719527,6.090023538433313,Gene 51,13
168.56295893049096,3.8338510733089857,Gene 51,13
166.4182895887936,3.2105706788017523,Gene 51,13
164.25460794922014,3.7964222735358595,Gene 51,13
169.4054095525733,8.272069595106494,Gene 51,13
165.45503496174703,12.572570661370488,Gene 52,13
164.6213909676478,13.170710034737942,Gene 52,13
167.6544630185338,2.6668738078082406,Gene 52,13
166.381739865453,13.066608817897702,Gene 53,13
166.20890028421175,11.689624604339723,Gene 53,13
167.1841613346706,4.193483657068103,Gene 53,13
162.83309845885898,7.4684258823471765,Gene 53,13
168.94001047639713,8.98144938214954,Gene 53,13
167.31803407964804,3.2836704788311666,Gene 53,13
168.65841425491226,6.553778471030245,Gene 53,13
164.67685054238564,6.166488977688907,Gene 53,13
169.49724480234022,5.086586813568614,Gene 54,13
163.32337875002813,3.7806247365418173,Gene 54,13
167.72652781074657,11.740637349076843,Gene 54,13
162.40238370575508,9.960730504813592,Gene 55,13
168.71624432270517,9.101998523854341,Gene 55,13
162.342957954405,5.793214292872763,Gene 55,13
167.40913567192248,3.829855849019915,Gene 55,13
164.15763920911462,13.104389511473205,Gene 55,13
163.75798450185346,12.722373837798429,Gene 55,13
178.6532998849905,6.8656821019803616,Gene 4,14
181.84371893051534,6.488817592529576,Gene 4,14
176.7726491405429,11.210205307372204,Gene 15,14
176.6077137311804,8.283817763464677,Gene 15,14
181.13463802519777,2.0766882171253815,Gene 39,14
183.25890708550963,8.127183597693099,Gene 47,14
182.08574089168056,12.817700171593396,Gene 50,14
181.22414910641197,13.210479740611799,Gene 50,14
179.65436909028512,13.78898187928801,Gene 50,14
177.34122608936354,5.449026277596866,Gene 50,14
180.06215002634494,13.89828644853172,Gene 50,14
181.5297933800611,12.868817029146301,Gene 50,14
181.11778792085738,8.772439159350265,Gene 50,14
177.31374846894408,12.277520201980863,Gene 50,14
179.5594884769549,11.333088260594325,Gene 51,14
181.61408163655148,6.1703227916126835,Gene 51,14
181.01806870472205,13.088544651271866,Gene 51,14
