x,y,gene
402.14026186585426,103.88155920242816,Gene 4
403.41079804848545,100.70828407954903,Gene 4
407.756566703574,108.302480825526,Gene 9
404.33674986823854,99.13342407364999,Gene 9
405.5257160430955,98.60422045933898,Gene 9
403.11673571613153,108.23317647557751,Gene 9
405.5557375814664,102.1759538654621,Gene 12
402.1365180006131,105.48049300875061,Gene 15
402.16868225120703,102.31217014803445,Gene 15
403.27700279506996,107.76761317360017,Gene 15
403.91479358328934,112.6927621243197,Gene 23
406.0481716026324,103.47876676807867,Gene 30
408.02186962883087,105.65005001953517,Gene 37
403.8073274902058,109.76154050154756,Gene 37
404.22265662346456,98.10228079371149,Gene 38
403.7657361986775,108.24305504542868,Gene 38
405.7806186717866,100.91668219842343,Gene 38
405.7672081017519,99.29836827519617,Gene 38
406.1186162380123,104.70174428518442,Gene 38
403.6070816218342,104.6991468956994,Gene 38
406.05712837696933,112.33828103946885,Gene 38
403.046458885755,102.51190227407926,Gene 38
402.56900373097795,107.73539396983735,Gene 39
403.7835915712494,110.24313240416988,Gene 39
406.25775734969494,111.53658978166317,Gene 39
405.1264744255064,97.34538661766007,Gene 39
405.57026799346283,111.18439452547129,Gene 39
406.9490604565921,104.12214782723716,Gene 39
407.9284934122925,107.28604152195481,Gene 39
406.1435679729852,107.88245218520241,Gene 39
402.02944655788815,104.71546071579598,Gene 40
407.9223348561781,101.63040354991696,Gene 41
407.43559494107285,104.3437264537586,Gene 41
403.4287157827217,106.4291039820634,Gene 41
405.93362584634076,98.88168390073294,Gene 41
405.0319840086675,111.03200470693722,Gene 41
404.96397987785986,97.71743833815141,Gene 42
407.6449422480007,98.7218747635328,Gene 42
403.16005888943596,104.15153749584283,Gene 42
402.4042033000215,103.32328324963359,Gene 42
406.852415786532,109.401743390282,Gene 42
403.1103201447476,110.00505082570524,Gene 42
404.6749248582412,111.95694358089517,Gene 42
406.2386164191833,97.53872744651589,Gene 42
404.0171676265973,99.8920067037665,Gene 42
405.4104416974174,110.35651373635055,Gene 43
404.38289740503234,111.4812329716818,Gene 43
404.47069373626067,103.98566615545354,Gene 43
402.381988282124,103.29491891792085,Gene 43
