X,Y
123.48878019365874,202.84127220346335
128.88063449191372,200.8108373540788
137.60229203651133,200.28465188609903
170.56026456797136,201.27357269686001
106.62000270448758,210.54406221168315
119.11906745810104,206.2518838414641
126.55331539454264,208.79719653633455
136.1076452076971,208.7968091953641
144.461048814206,208.7246080297532
157.05458741586907,210.1672315538126
164.22972492281724,204.92359708335496
176.05002723064197,208.11898870813957
186.15743805193966,208.25002004223572
193.3300616699682,205.0954785606421
106.83704761880679,217.03021428835035
118.53409726444077,219.12660816877545
130.6652235574817,213.12647373372891
140.81823858786075,214.13256617884184
150.23951478324858,218.17437886370027
159.59474606087062,217.9222148231933
170.88615092192407,216.4812816166393
184.00492786925875,212.47616438441437
191.25649213767318,216.04852873961056
107.79074363631064,227.5251910434961
113.15759766418553,226.6117169526889
122.81407334105108,225.7945991144673
135.9792028888849,221.18115352384493
143.39614281750207,223.28490044598237
156.51984746175776,228.25871915848188
168.32993977029517,224.0562811068406
174.85449439539343,228.03604779315827
185.61860218567432,225.36247732752454
197.27755008985224,224.4031339064125
110.40661272431707,234.55975625902101
119.87513957390853,234.71350289867397
130.15517409345517,233.30416391194902
140.54036853014526,232.86142174885427
152.36406945894896,232.1166802920543
157.06916169865488,238.70684217084434
168.6418314820862,232.41791594140594
181.39000201003083,232.31738517139772
193.5448737361801,231.8859813435541
196.80581047070797,231.42050933240162
105.28510835259479,242.00840276044647
116.0873233016017,243.3340019289751
127.7720669868656,241.53775554346086
133.06662555371798,244.04582395277487
148.18475241067898,243.97820436429842
154.55993063141565,240.3646213341716
161.51271882992677,243.60984664598192
173.64905641895672,241.37616341596643
185.9258946274595,244.70710127965646
196.36407450578636,240.71559037116648
108.44017597863547,250.47790365026128
122.24244498428354,250.96054820091626
129.5476727094424,248.93246671371384
138.67534590569468,248.8046799403164
149.96082148586723,252.26581144499102
156.66892241097364,252.00286779347437
169.81375718149266,251.60083539292046
176.1037684884601,248.92196600750688
189.0417575057588,252.00656026332004
102.20765605017904,260.085138501233
114.78877927261208,258.9776921193899
125.82402252680419,260.3624862609316
132.825393192503,259.93313535225604
142.06947455843255,257.52886699465796
155.38754082087567,258.53367071224596
164.2960311976068,256.4548836660067
175.9529691901471,255.4991166786664
188.46359987641708,260.740280220698
190.73518810549092,261.58142749969153
108.3252650562128,266.5757799045725
123.32911174162935,268.1881981225818
129.44601573022766,266.89576592098217
140.9054480953533,266.1624608857653
148.24741964062176,268.3183697317382
157.50291690021174,271.23622627433315
173.53842684291277,266.5169851830621
178.34106503468044,271.03997233212164
188.25822951047473,267.7378405142003
199.43800758348192,268.1292601235401
103.08312644396032,274.37793153899355
114.67807501290974,276.5401043184677
124.13881583142614,277.9720290105473
136.0222187564602,275.1049839191522
143.76891258295004,279.23708917253333
154.39552296289335,277.4559002069996
165.1867257771427,276.33169162782906
170.72039324761826,276.0921755418239
185.2585131723142,275.53935387007414
195.93735563534747,274.3978522904276
110.55565377371401,286.79835358653236
120.44659212052136,287.95697640043124
129.3920535591784,286.50561325820706
139.22247596622913,288.8026742845214
150.3293374849814,283.182363938917
159.1570829485449,285.99188758411856
167.12093285497625,283.64875529156257
181.78283827424306,284.8283465885349
190.22725182602338,285.52139817580127
196.5143230487123,286.87775867039903
100.72185693986101,293.28513550749966
117.5846171527385,291.57931678393663
126.62904813954043,289.21139363857037
134.58345114406444,297.0622381767284
145.52476182785102,290.5110181115543
155.2640318531956,294.1894899812688
164.01525287186956,297.05064987647626
175.60788681862837,293.0180124875943
184.00815963231315,293.2697195400627
192.4559298362108,291.0500984690374
