x,y,gene
111.82316380919032,4.030568845278393,Gene 9
110.62167056198876,18.02294134602235,Gene 9
111.81720499900722,12.554325846807984,Gene 9
109.12680249229398,2.602667617460572,Gene 17
106.98272548123556,7.38051566466881,Gene 24
112.36968028839242,6.2281139865706905,Gene 24
108.00915498926409,6.182777845795272,Gene 24
112.9293470307146,6.814441968903521,Gene 40
111.3982692383194,14.687120406033271,Gene 40
111.87310697637565,10.09085530079667,Gene 42
111.1330732015853,3.0859351525189114,Gene 42
107.17827938669951,12.766044836891751,Gene 44
108.13862693601396,9.981232760716198,Gene 44
112.13916537805466,9.606793622207439,Gene 44
108.44140835737781,8.864442956856674,Gene 44
109.9013492532296,4.543291729664903,Gene 44
109.30648881108958,2.321099289985252,Gene 44
110.15737717174193,15.08288846907912,Gene 44
107.75802412557721,3.3039262696399687,Gene 45
107.04492809712626,10.091543370020188,Gene 45
108.22175137047086,9.628542694089669,Gene 45
112.6392461437097,8.126955929674939,Gene 45
109.39980492453756,14.686238704594038,Gene 46
111.63361221253486,17.10094336241024,Gene 46
110.6447836099906,16.01477279190278,Gene 46
113.18333756892302,8.344264973817534,Gene 46
109.26851962115634,14.281132278285494,Gene 47
112.77618779338265,15.113544196679765,Gene 47
111.07396939135394,2.9366246970296634,Gene 47
107.12506436685183,8.098260900322401,Gene 47
108.54819886894074,9.558652081816291,Gene 47
112.6414095335799,6.773791071121368,Gene 47
112.0379434702856,9.663790353403824,Gene 47
107.35408371752202,9.288580173762947,Gene 48
111.29808756329302,12.200205939846128,Gene 48
108.88872569055748,1.315792292477333,Gene 48
108.60204566664709,14.30356317861187,Gene 48
112.61004265803798,12.210418844543993,Gene 48
108.73138074875948,3.7715233035322893,Gene 48
113.4414873698678,7.080696535936284,Gene 49
108.48663440425965,5.7903663073818805,Gene 49
111.64190655384868,8.130564720746671,Gene 49
111.80935300463287,7.309621006491824,Gene 49
110.0934552076432,4.461911729706609,Gene 49
111.95172973202614,11.734540481115776,Gene 49
111.93202804662417,14.40744309492528,Gene 49
111.14929777919579,8.291263396985636,Gene 49
125.40307167190758,13.357367284714414,Gene 8
122.39009983136609,10.413878288777552,Gene 8
124.91942442554651,12.499660935376388,Gene 17
124.9583338639446,15.006200603581782,Gene 21
125.05824225783014,6.354877145450192,Gene 24
119.36206336501749,10.709394064275505,Gene 24
123.63634740946986,15.984909929259093,Gene 40
120.97005418411486,8.714584941231479,Gene 44
125.49520208383296,10.982542507846182,Gene 44
119.63102692176832,7.050169245126334,Gene 44
124.0162100604331,13.986168773295233,Gene 44
125.39857356309167,8.180027060843788,Gene 44
121.48249940304271,4.445582446453915,Gene 45
121.19099034549652,16.012564493345447,Gene 45
125.34716509554083,12.056159053198472,Gene 45
121.1195229999183,11.166084357515642,Gene 45
126.17688374217263,7.776865466024468,Gene 45
122.27299798840819,3.2819320895551893,Gene 45
121.10166983581209,14.79236259075996,Gene 45
122.00955302370565,6.848473279464159,Gene 45
