X,Y
400.12503436600196,303.3128476847261
410.57998455393994,300.06300859125054
417.595282979225,306.2743038587524
429.20625503728525,305.1335883703433
441.1625348349993,303.73569923095016
451.11117601136084,305.68613968100374
462.0355438715725,303.62122316238214
467.41325439057607,302.9659599979467
483.6508415867742,300.37580793319347
490.037284838908,301.7347372682558
428.21084503676866,310.81587537957046
435.5633532162082,311.75769289427836
446.6345509341247,311.80365277589925
455.8008917875753,313.60526567929895
460.9816076918534,313.3474504246858
471.35321524153454,311.494614739004
486.93888119318524,313.01165079185677
493.7358524275978,312.6804768960574
473.217808776739,316.81573753830077
483.37263125359215,317.03761689934004
488.7848899986214,319.5330351752291
498.51018605038263,318.4746159794398
404.36694270347414,312.61315196650065
413.26535249196604,309.544198687359
427.446643258152,312.39259602444554
402.6370457548938,317.57945609019157
413.05980845408345,318.73124467272106
421.8397464745315,320.1091858543995
430.6151742018681,320.63084808141
438.02870519440495,320.85869758959967
450.1442081847674,320.25475437012966
458.7943310636422,320.460791526011
468.40628360634963,322.2858951856756
401.64379939171624,329.9108167515042
414.3128774064333,328.57072911589177
424.3969146075749,329.29638507527375
434.4173952463336,330.213227673353
442.88455216803953,330.14613858159106
456.25642383759293,327.81183747442583
463.016529973983,330.43467686773823
476.39285577682875,328.9717524185995
484.7174457734319,326.34832995810694
495.3414578598339,331.8178257860995
410.1703205796161,336.60483509891566
423.39526322946716,338.1638294015329
430.8922245154807,338.3346152405813
439.163765865973,338.1375143240962
451.2586330494716,336.5201046761763
461.6996471935389,336.0947554634563
470.5243975067538,336.90552331697495
481.6063205885374,337.0902531119194
492.347631302708,340.7241038220628
402.0972602972174,348.4617653191549
418.1590486286613,345.2468322655241
424.95432376633266,344.66078801944104
433.46003295090753,346.6780991847765
444.55586091276143,348.5350159718182
455.4984521224468,347.92022354484527
467.0677039569495,348.29609891876953
471.6244900018024,346.5775434726301
481.45546461579073,347.5706941462066
494.41974955303107,344.046294364883
402.031454097577,356.2759810735759
409.90249127480297,355.64995377684863
420.5674180490309,353.9219462191897
429.1549964928028,355.97923320110255
440.45965415384813,356.76960709049223
448.2143490678057,354.7024282827695
460.04469412326034,354.56988896613575
472.5630806920773,352.971571782405
481.8475816723133,354.075407126854
490.94448279896443,353.2687245808661
405.404684334343,365.30931224878447
416.12928596747406,362.61122015727966
425.79320045066703,362.95403392981626
434.60983805660294,364.68086123065115
442.6780370171729,365.2058467025991
454.6664883785442,359.8997451232632
467.00819070725527,366.15351741280847
475.64209243665385,363.5342008003687
481.88243634518744,361.39899457165416
491.6127482682065,360.0666309998792
415.50295349398476,371.7016097520466
417.12545032705737,372.7023517735153
428.70984554371785,367.078233167368
441.3365500558282,374.24620568742813
450.3056817458834,373.05202898794886
459.4311042451782,372.13188454052386
468.2898316335182,370.5532171405216
479.3959599845022,374.63537386508096
486.6654755117529,372.3804659445156
402.307815405756,382.51696266452666
411.59392782691816,380.9020595995486
424.438952744699,380.0938489524573
435.92864682385925,382.99427277820365
444.2561632745121,385.0700739062183
458.3157629120775,381.0655903056345
465.21164222252366,384.6917802736371
474.2633821093028,381.06726391232667
484.1554647967635,379.1267366422708
492.3872332898369,381.13686412738684
413.63078690985543,390.923783457176
423.30516460193144,388.7732785823387
434.2624244332033,388.52840500496126
437.80935902924244,386.221972204233
451.29893099515266,391.78543852063444
459.0766860009078,387.0678935502094
464.7077156455444,390.4889932231793
484.09289629842476,392.67645445534873
488.9951185548231,388.18750508628244
499.68065879468185,387.0756958280203
405.57130605043034,395.5543329212032
414.19060325414296,399.705382199925
421.7033436240058,396.3555455855789
435.4277107456639,394.91613766209286
442.7390679275109,398.64524721571183
456.7594502707614,399.59264199739954
466.252445674806,399.2968697582594
474.37531509995335,399.97176644986473
483.92903320580115,399.74066779758977
495.15754229788064,396.1883165707233
