x,y,gene
401.97320397371993,300.0301345627113,Gene 0
397.5615353356807,302.4392619440899,Gene 0
401.0259598059175,305.58158635151614,Gene 0
401.22114675886326,304.9695676496874,Gene 0
401.7805415854132,306.31318448919103,Gene 0
400.62636885993214,308.2664658341714,Gene 16
397.84186820816825,304.7573590729612,Gene 32
397.9382949575004,305.2727898705196,Gene 33
403.13424365069255,302.03908985706965,Gene 33
401.6924795795145,306.929931412025,Gene 33
399.4891457351012,297.52759186318497,Gene 33
400.6014243628595,305.7006702245678,Gene 33
399.37694089933615,311.4437947413306,Gene 33
401.2527127934908,307.2442148010301,Gene 33
402.12252272017827,307.70689780523685,Gene 33
400.842140530967,308.1083121087601,Gene 33
401.87212145387537,306.30133119833374,Gene 33
397.9422442717456,298.8035474842405,Gene 33
398.0592348282679,298.3512676225783,Gene 33
397.27665220848405,300.00500626920183,Gene 33
396.951398039808,301.6445250985895,Gene 33
400.856337540168,297.83584154827525,Gene 34
398.8084442847834,297.54196760634835,Gene 34
402.02080142329675,306.5723931937508,Gene 34
401.473844988939,299.6187416966839,Gene 34
399.5955053799979,297.11786092814856,Gene 34
401.7002107650324,309.39026681575405,Gene 34
399.1917060060157,297.20959431154995,Gene 34
403.4110774966822,300.6077396505736,Gene 34
399.2912753743348,296.38559691490457,Gene 34
403.57352448360876,304.33334055790294,Gene 34
396.980343262951,301.5982124810599,Gene 34
397.5987150549384,307.42270113194724,Gene 35
403.4355480248156,299.96104207793655,Gene 35
400.0119504241649,299.34371804343425,Gene 35
401.2934211203234,297.5199155104226,Gene 35
397.7435612916392,305.3409370997544,Gene 35
398.9807111339188,301.4386410695727,Gene 35
396.73493161649867,305.425626529709,Gene 35
402.9170719539918,298.3594035276196,Gene 35
398.2396941102037,298.4674060478876,Gene 35
403.23294464544074,302.54275286064933,Gene 36
400.8916145236119,296.8770650546714,Gene 36
397.1516675836107,303.1250891454971,Gene 39
399.8059512099324,310.9537393087148,Gene 39
402.1591804760091,308.8699901281799,Gene 39
403.6973117436174,303.320576188331,Gene 39
399.7009600827209,309.50879904113555,Gene 39
397.5830264817271,307.62481772546266,Gene 39
399.4728278791883,297.4979200588597,Gene 39
401.89212946279713,308.84305573928924,Gene 41
401.76992223674733,308.9225987714719,Gene 47
397.30770051799635,305.22434373694733,Gene 47
398.1020152280865,298.74222876268146,Gene 47
402.1851901742533,308.61825596088516,Gene 48
409.06641384413365,299.7251671523862,Gene 0
411.77179814547856,298.6601405858999,Gene 0
411.7838639518083,295.5294304442781,Gene 0
410.6840702978754,308.4338352760479,Gene 16
409.88809953219885,305.43037593187927,Gene 28
409.85360735923035,301.9412204431,Gene 32
409.4056473156884,299.7509941235977,Gene 33
408.9516053167012,300.46203102137235,Gene 33
409.84079947790553,304.9398556313276,Gene 33
412.5075015057508,299.7251373534458,Gene 33
410.0130179151403,296.31351987280084,Gene 33
410.16049664979454,304.22791023451055,Gene 33
412.2358937906713,298.64062087741786,Gene 33
408.8629778059879,300.8767519327784,Gene 33
409.3470094947266,296.34107266304926,Gene 33
411.2379314398086,305.47614826648356,Gene 33
411.71456674351606,294.55594259754275,Gene 33
410.3024316854541,307.5138735221952,Gene 33
408.45008472322075,303.0253134473828,Gene 33
409.46530930351184,300.5123791067114,Gene 33
410.5067242682168,292.8324981357419,Gene 34
410.9499321271466,303.8394708128638,Gene 34
411.4393800110297,309.7219439300414,Gene 34
410.79336952248383,294.0812543476352,Gene 34
411.153915065583,308.07141517806565,Gene 34
410.08277241462866,306.3358697213177,Gene 34
409.56785139344504,304.47354125949556,Gene 34
411.62181016204363,293.07578666480714,Gene 34
410.5583106456831,291.6761902180534,Gene 34
409.6152519094925,300.02836963680807,Gene 34
412.1696032709478,303.5146264234568,Gene 34
412.23716628243955,297.671157730137,Gene 34
412.1825223290946,307.0609718279314,Gene 34
410.96116235025005,297.53760593089265,Gene 34
409.07565698865534,298.4046889572923,Gene 34
411.2255891881568,293.60876287725364,Gene 34
411.15079066000436,298.6773672161369,Gene 34
410.4383417813054,307.2614460203037,Gene 34
409.30474494571024,302.52314763634854,Gene 34
412.21255789166565,302.11350123370335,Gene 35
412.0702478462863,300.5837196377241,Gene 35
409.3044440498656,294.36682654336397,Gene 35
408.74547742823785,296.2855477406657,Gene 35
411.6620058138654,304.7579056344874,Gene 35
408.5607975057225,302.07824482341476,Gene 35
410.3497126003356,308.84319600724444,Gene 35
408.86008677562216,302.6440927836812,Gene 35
410.46861970429035,306.86759513306095,Gene 35
411.3759438766944,291.86538532697966,Gene 36
410.59604881440544,309.07671235706806,Gene 36
410.3039521700319,307.25951583260166,Gene 36
409.93571368946425,292.01218636857925,Gene 36
411.9702181287773,293.51229614336796,Gene 36
412.13170435606435,299.5652200920905,Gene 36
411.6644136672683,297.0709278850676,Gene 36
408.6701985987464,296.27436039719106,Gene 39
408.9401231442755,297.39364700524334,Gene 39
411.15892938119714,307.00921404952646,Gene 39
412.6886563772524,300.6796836724177,Gene 39
411.5527356217478,292.3256609506432,Gene 48
409.8846956717159,291.65806261979503,Gene 48
410.1233559573619,293.30011895749965,Gene 48
416.36634885109555,301.7704930561816,Gene 0
415.76794249768795,310.67790850708946,Gene 0
416.8842787553009,313.2594582703835,Gene 0
420.32421855150426,305.16675363106583,Gene 0
413.6844931360451,307.965363885176,Gene 0
421.0521399222699,308.19773161459074,Gene 32
420.93479872216744,305.14018713807405,Gene 33
419.4767115576783,310.56685052338855,Gene 33
419.6340545654583,312.6074829360995,Gene 33
419.14315295486455,303.4488422950968,Gene 33
419.3692818651444,302.56432250929663,Gene 33
415.5662737710805,310.38794283140857,Gene 33
416.87427216928194,300.68384168117876,Gene 33
418.2428494957623,310.87462420121255,Gene 33
420.5040613084629,309.63758137631504,Gene 33
418.42347529627307,301.60985167821104,Gene 33
418.8053945763645,311.2464896537265,Gene 33
418.33404252501293,311.9640801195421,Gene 33
416.78401637847503,309.69770927516794,Gene 33
419.8968511793155,307.3780503952372,Gene 33
417.73825488418464,299.9125345279004,Gene 33
414.1685045879278,305.0310759772369,Gene 33
