x,y,gene
691.6827541613918,189.8677082843971,Gene 4
691.6655608303631,210.43467058272225,Gene 4
691.7384521856945,200.18591869523846,Gene 7
691.3291383265554,200.68698037927152,Gene 9
691.2399440285399,195.9243085711905,Gene 9
691.9780686890109,199.35488593988956,Gene 9
692.0193079144204,201.01495635665484,Gene 12
692.0045950072658,197.89725912845304,Gene 15
691.5292233590034,204.57127970630012,Gene 15
691.5128476190248,192.4775208893405,Gene 23
691.4589203880623,193.57186953314147,Gene 30
691.705271312241,206.67458568145,Gene 37
691.7116338129258,209.23020843995292,Gene 37
691.415259543859,206.74147402735562,Gene 37
691.959025046762,193.22316766488436,Gene 38
691.7489871623428,206.5485722227701,Gene 38
691.9298601719798,196.7763778556901,Gene 38
691.8854733692415,207.17151239229744,Gene 38
691.9820589484815,196.2279945106344,Gene 38
691.3915207671612,198.54564534489273,Gene 38
692.028326630318,196.11245280412328,Gene 38
691.9991420056939,197.39272608410616,Gene 39
691.8995447460561,192.03926074406917,Gene 39
691.7396074469426,198.091886523765,Gene 39
691.4620503774887,191.97898506799166,Gene 39
691.7403033941633,191.76930316092918,Gene 39
691.3839306062993,207.27169658038216,Gene 39
691.4756893416819,194.94365276653167,Gene 40
691.8633994112654,201.45583432630391,Gene 40
691.8196015432638,200.84201900779644,Gene 40
691.2980490157537,197.89986319440925,Gene 41
691.4831962331469,192.29918973125157,Gene 41
691.3346848744959,196.31608628811398,Gene 41
691.5871295232065,193.84389070300819,Gene 41
691.5830073343474,210.0605190708491,Gene 41
691.4390414189234,196.69647698685458,Gene 41
691.3033406469358,197.5782313367436,Gene 42
691.7385238140748,196.02928347140033,Gene 42
691.4210918317488,209.64622263633174,Gene 42
691.4972366907608,197.4234455856751,Gene 42
691.3998680053995,208.17301388988596,Gene 42
691.4020109334682,197.3193117466748,Gene 43
691.8428011357333,204.48970903145076,Gene 43
691.4049337601484,209.06542742414243,Gene 43
691.8491924261132,193.99816179903175,Gene 44
691.4121157264035,203.0090389103345,Gene 45
691.3153746162249,198.29315711765727,Gene 45
691.8399320814158,195.0663368324956,Gene 45
691.9943254750943,201.08881476740825,Gene 46
691.5666224432828,190.08050149361833,Gene 46
692.0278279662766,203.9497381426544,Gene 48
605.662058965867,210.35318383385138,Gene 4
605.7400992016054,214.94678799491268,Gene 4
605.4322672969699,210.18433903593672,Gene 9
605.7632088270848,198.40301180726235,Gene 9
605.8097215735417,212.27692186884036,Gene 12
605.9421918211617,198.90128294533727,Gene 12
605.4577861356489,195.72487821916928,Gene 15
605.6727587857549,201.09552509757722,Gene 23
605.3679434459441,198.6523849709126,Gene 24
605.9221142857364,210.20058958756982,Gene 37
605.2564007726522,198.81009652891262,Gene 37
605.7651855061127,214.41292232409708,Gene 37
605.6343494410115,196.84458881183383,Gene 37
605.9845160405471,212.12242988916051,Gene 38
605.7421651101737,213.76392777464454,Gene 38
605.6301164379045,215.15292968214052,Gene 38
605.8548124700417,201.4312891346066,Gene 38
605.2645158792993,204.5566673812409,Gene 38
605.8327114209733,214.49571046198338,Gene 39
605.7186361432638,214.63020864496903,Gene 39
605.8245173341738,204.9850926540978,Gene 39
605.9137522582582,201.11970525925003,Gene 39
605.2632918329172,207.19792816973793,Gene 39
605.5747101226488,211.7772290576393,Gene 39
605.9391156051394,210.73713075220383,Gene 39
605.7590679698504,214.326344350909,Gene 41
605.6521854478987,197.82712409751798,Gene 41
605.3364791794208,198.8186703083655,Gene 42
606.0076165371621,202.16432218507407,Gene 42
605.3331481417488,210.7544138114807,Gene 42
605.6783961692865,195.85655445909745,Gene 42
605.8230450249713,198.57138418319684,Gene 42
605.7357763014737,210.5273087032871,Gene 42
605.5369814702234,211.50061680575283,Gene 43
606.0002989785828,209.20437228532603,Gene 44
605.7253027250915,197.24185132603685,Gene 45
605.3868081016759,210.22660020267023,Gene 46
615.9239704164784,196.26926864898786,Gene 4
613.7747754972642,203.20825311485868,Gene 9
617.6019132621383,206.44616176479673,Gene 9
613.5841976565159,206.0579690623995,Gene 24
616.1450529164396,200.60599881442644,Gene 37
615.90092039303,212.4548978691498,Gene 37
613.4479900517181,203.42871429616432,Gene 37
615.6815375290483,203.01257693801375,Gene 37
617.783812099943,206.7052910616758,Gene 37
614.4782015367662,197.44703362889692,Gene 37
612.9866394834037,203.27328739917937,Gene 37
614.3262169867044,211.27282024458208,Gene 37
614.2644658087813,209.61991282900178,Gene 37
617.6857076416238,206.5777209464824,Gene 38
617.5966459148619,206.2823121054418,Gene 38
614.7322512038539,211.08178309578173,Gene 38
616.3080762649703,199.29832836640608,Gene 38
616.4582499644621,201.3586616019958,Gene 38
612.7685335245882,200.52007962829,Gene 38
616.1889192984505,197.79190133246638,Gene 38
614.7189105764796,199.8037020396507,Gene 38
613.2109471455401,200.6427826582706,Gene 38
613.5264671443103,211.91222111197072,Gene 39
616.7390313316646,200.3075625616458,Gene 39
614.8852565055107,207.99012538917364,Gene 39
615.0522449028392,202.98670987215766,Gene 39
614.2170845567703,211.2816932156511,Gene 39
617.7273961699619,202.5534942917879,Gene 39
615.5603187275112,197.05179056509755,Gene 39
617.1004470147652,205.54745944035838,Gene 41
617.283813622135,211.14274449949448,Gene 41
614.2254408592557,211.96211050663362,Gene 41
614.6647411504985,212.280120525891,Gene 41
615.305374971499,209.76577117345443,Gene 41
614.7684644250481,213.14685958749885,Gene 41
616.0753138157472,207.8758379376574,Gene 42
613.1635350792095,206.26246444060715,Gene 42
614.1410419803922,206.3737004857614,Gene 43
613.8809055741037,212.49159551123125,Gene 43
612.6951279255915,201.67963355579985,Gene 43
614.8099865476496,198.11581539163646,Gene 43
615.0379434594776,206.3471201675195,Gene 44
616.2046785870174,209.31809758338773,Gene 44
613.3954999372132,205.31060963840622,Gene 44
614.5867109763099,210.57005243042315,Gene 45
613.4198730018296,206.6660440061605,Gene 45
617.0519260164954,206.1211968346068,Gene 46
617.7984103404159,208.11146329604813,Gene 46
614.9450776052813,198.9317805473257,Gene 46
616.6239046917999,212.39078114434463,Gene 4
624.1414236079527,211.20578466896282,Gene 12
625.7251726854629,211.69020987906342,Gene 15
623.4606150043721,206.09274355502401,Gene 24
618.5776267564006,209.8530297820192,Gene 24
617.6873416655951,210.01292115832322,Gene 24
622.1727534782076,209.83982888146807,Gene 30
624.1316787514975,215.38081325098108,Gene 30
618.0584289200019,205.36833522053246,Gene 37
618.0034548374391,209.14157037350236,Gene 37
617.846700630977,210.9073860219892,Gene 37
621.4559908770888,205.93692695916135,Gene 37
625.7496472704617,211.66833531477727,Gene 37
622.8330666031641,205.99053044185862,Gene 38
618.2206738068271,208.61149575460868,Gene 38
622.8490361375348,213.45999081376738,Gene 38
622.8772782672207,207.6030143197249,Gene 38
621.359881736998,215.69718377543884,Gene 38
616.8794982506713,212.5202538236639,Gene 38
621.0528869706945,206.58516109342628,Gene 38
623.7049685895297,207.48361930914743,Gene 39
624.3598135646494,214.37306910263393,Gene 39
622.8760170789288,215.22152611517936,Gene 39
625.8903182853979,211.33346180463755,Gene 39
620.7643003087113,206.18956683337763,Gene 39
618.4023761456597,210.58068713439934,Gene 40
621.9769918366025,206.05619624891463,Gene 40
625.368865609126,212.26811036576228,Gene 40
620.2361250855087,208.65533136787946,Gene 40
621.179757499181,204.9705813740163,Gene 40
622.44400560309,207.8990918338751,Gene 40
624.7709009243848,211.56475905004302,Gene 41
617.1596088855476,210.93497693266013,Gene 41
622.5356893146947,213.66858104662916,Gene 41
618.916874815685,207.03513673542426,Gene 41
624.2263000330964,207.73680280710374,Gene 41
624.8901264443906,214.09965896732723,Gene 41
622.7619301256306,206.898545455744,Gene 41
620.9696493347299,205.2905818220276,Gene 41
617.080904621229,209.49638944586516,Gene 42
619.4890396784349,212.45927498989948,Gene 42
619.662664323269,209.0135222846466,Gene 42
617.2554521921822,212.4701841579392,Gene 42
621.7635730864723,208.97444728337064,Gene 42
626.0995996446381,210.34690823172335,Gene 42
625.5316071928565,212.03748920968667,Gene 42
626.7043843650712,210.01404980011125,Gene 42
624.9066693275224,205.76510301339266,Gene 42
624.4043209748372,206.09697891971558,Gene 43
623.9438199392642,213.14080981138568,Gene 43
623.6542804422204,208.37373439654374,Gene 43
625.3635931590536,213.56819410855516,Gene 43
617.2980421674871,212.9278352748023,Gene 44
620.9377540897468,207.82015635463785,Gene 44
620.2216113920721,213.65581308267465,Gene 45
619.0224550948913,209.03307164604584,Gene 45
625.5890617051198,210.09362257068827,Gene 45
616.0250350265133,210.1602068154386,Gene 45
619.3951555637824,214.78177178993144,Gene 45
636.4646372632236,204.42123440319136,Gene 4
636.6069693636621,198.17284557764035,Gene 4
636.6478376958984,215.04995477793327,Gene 9
636.621287810176,203.89769141042225,Gene 9
636.9184736427134,203.53791978229648,Gene 12
636.8043366558209,210.6308037201263,Gene 15
636.5302342251151,201.86372343244113,Gene 20
636.5199104344664,205.26009294653485,Gene 23
636.5441714487539,211.44166370563892,Gene 24
