x,y,gene
608.2816796463347,306.91860505963047,Gene 0
606.8562578730473,300.287954028466,Gene 0
610.6989153676001,300.6186695745644,Gene 0
607.2983484628288,306.0136202652171,Gene 0
608.34301155389,309.3713067831854,Gene 0
607.5510810649204,296.16584014735224,Gene 0
603.1524006067026,301.478532462842,Gene 19
606.4589187964325,304.32135278586077,Gene 33
606.130621939244,307.8498742180536,Gene 33
603.8433114323284,305.0328155680488,Gene 33
603.0989442352751,300.96790416327684,Gene 33
608.9491315503599,304.2894799789984,Gene 33
604.1914621389011,304.40488615388267,Gene 33
608.9800078652863,296.83318163218695,Gene 33
610.5527621524188,301.5313149721056,Gene 33
603.4510774025102,299.51436473679667,Gene 33
606.1817357384245,297.07429646227473,Gene 33
610.9736409401552,302.01853674121435,Gene 33
608.4553231195839,308.95366782856445,Gene 33
611.3778577649443,302.8107563210962,Gene 34
605.3654892982229,301.75041940840634,Gene 34
607.5876304161403,309.6709017446332,Gene 34
604.6026818374437,306.51723956706485,Gene 34
610.3559315947869,305.21153111857205,Gene 34
604.0393684195536,299.92261906194324,Gene 34
609.9936418870619,303.798801220128,Gene 34
604.1168172054146,303.38661364950616,Gene 34
606.3665006344024,309.01972918069083,Gene 35
609.895077126749,301.24961155657826,Gene 35
608.8875617468267,306.5780333523374,Gene 35
606.4403160378286,298.96948690171484,Gene 35
611.145610574687,301.8935902205613,Gene 35
605.9834946695147,297.86591863792444,Gene 35
607.7194763398193,299.4819078726229,Gene 35
606.3477832699826,306.41142631058653,Gene 35
607.9993833455088,297.72378327807775,Gene 35
606.5355404575636,299.0719023768838,Gene 35
606.044084182458,309.41515942198527,Gene 35
605.8894660862453,307.5848605976977,Gene 35
608.1299538279425,297.26397803188746,Gene 36
608.5575203251751,305.8790122875056,Gene 36
603.7464940500836,307.1882457023181,Gene 36
604.1779560081396,302.08079420291233,Gene 36
607.4795781234594,306.768339499147,Gene 36
604.2040884220861,300.11428960711936,Gene 39
606.1148757081293,296.94351924395784,Gene 39
606.0157102370795,301.06472163515343,Gene 39
610.7249193392737,301.13868691226156,Gene 39
611.5628347763693,304.6371750593322,Gene 39
604.7039074814402,299.1433061553493,Gene 47
607.2260194409129,304.85916166413193,Gene 47
619.0970131025564,298.2671317042323,Gene 0
622.3564692448481,301.28578956093617,Gene 0
620.7247948904719,299.4421453040277,Gene 1
625.3651637192788,301.72361045814336,Gene 19
620.8857629821985,307.27072512256666,Gene 33
622.8343292765622,296.95943099411306,Gene 33
623.0865027496368,299.0514289065977,Gene 33
622.4573006915932,305.1607737280116,Gene 33
624.5422472886172,306.35534988394585,Gene 33
618.1917063395637,303.62003763420336,Gene 33
618.9649472549479,307.5289004519181,Gene 33
619.2967851910316,304.80551214060745,Gene 33
620.9437337638739,304.86828292991595,Gene 33
624.6898604221831,306.23180291178653,Gene 33
623.0687768517172,305.8770264937471,Gene 33
623.319786028502,297.98644325072354,Gene 33
617.6904303057939,303.9583589815629,Gene 34
617.987198770187,301.6048395652198,Gene 34
618.3740328630997,302.28911674560874,Gene 34
618.3308760947479,306.09886386342697,Gene 34
619.8971651260272,302.00598407711266,Gene 34
622.0604738376653,298.4100718077646,Gene 35
624.3518457712439,297.269419247903,Gene 35
624.3653241683623,300.40506084208823,Gene 35
622.9811738367538,301.94454266684363,Gene 35
623.760483828474,299.6149210987721,Gene 35
620.2803754570874,299.04200772446137,Gene 35
625.7638440301947,300.36287699244957,Gene 36
618.6288928656712,299.93102310765266,Gene 36
624.7891825449036,301.08547471150274,Gene 36
620.7404963295991,301.36928896665694,Gene 36
621.2160402193994,298.7607655188599,Gene 39
622.3196614672935,307.2811779485614,Gene 39
624.4134553343467,298.61764897945034,Gene 39
622.5648877248806,308.5011364525731,Gene 39
624.2338526301829,301.02165751163096,Gene 39
622.0129746926028,297.29525018134075,Gene 47
624.8430889633988,304.5947176817433,Gene 47
622.4518928978132,300.0245381587709,Gene 47
625.1503874947263,301.5587522998407,Gene 47
626.2210577797308,303.4037340518614,Gene 48
625.9207271696744,300.46130301590176,Gene 0
625.6382557511758,305.95701454244704,Gene 0
625.5029531237501,300.4420542457516,Gene 0
627.8814660634007,307.14223938686,Gene 0
630.254510977111,302.7925099410015,Gene 0
627.1105396626692,305.70196287848665,Gene 0
629.5202168326866,305.7622931126996,Gene 32
630.6062610525177,311.1405308872068,Gene 33
631.7646343971422,300.2354686404695,Gene 33
629.7100844674784,298.241079401653,Gene 33
628.5186313496137,310.4414273805553,Gene 33
628.0966556733358,300.07207127011395,Gene 33
625.95337787016,308.83966562524876,Gene 33
624.4457610875153,305.909475116258,Gene 33
625.5305137649805,300.1262221358376,Gene 33
627.5366457448035,297.84220909642283,Gene 33
625.8041047600618,306.97420619160835,Gene 33
625.3507926117802,306.82312768751393,Gene 33
631.1617037247861,301.93359066861785,Gene 33
629.5479707636085,304.18088443554666,Gene 33
626.1455846343266,303.99464329449495,Gene 33
629.114137573468,300.02411466653484,Gene 33
629.782120425773,306.41706595471095,Gene 34
629.1242702747895,309.7361876185657,Gene 34
627.6781210271548,298.796652629106,Gene 34
628.6426517299678,298.3913607448591,Gene 34
629.3648904519836,311.1330388100435,Gene 34
632.1104570651493,303.463278879782,Gene 34
629.3552220045325,306.54421039237354,Gene 34
626.7968423458566,298.5512863366558,Gene 34
632.2038420452603,305.2230856597194,Gene 34
625.5663623538544,306.130801995993,Gene 35
625.245800145321,306.26270659832977,Gene 35
630.4400770875417,298.50824321762536,Gene 35
632.1720641801293,303.5350210479082,Gene 35
631.14115537405,308.3439132972463,Gene 35
628.0263988883725,310.2089348375286,Gene 35
626.963794046066,299.95689621885936,Gene 35
631.9908388872911,305.775099201989,Gene 35
630.2840006975827,300.9183303564831,Gene 36
626.9118081188616,309.2035220011211,Gene 36
628.9424347131082,300.68467285726484,Gene 36
628.4621306930645,307.2447528398575,Gene 39
631.2935997638916,306.3297073482208,Gene 39
629.3882271024127,300.87149983884797,Gene 39
627.662488002847,304.25469198055714,Gene 39
625.7439245524007,306.7196364692762,Gene 39
626.7568745009106,302.5781582238952,Gene 47
626.107449081909,309.6528111813589,Gene 47
627.7464828214985,308.83722427359555,Gene 48
641.9205367200643,311.90915414387166,Gene 0
640.4787061611995,296.66983573624964,Gene 32
640.4431563553048,305.45456523803443,Gene 33
643.6439329876508,301.81957039049365,Gene 33
641.5927690653591,311.69097932918385,Gene 33
643.5533007499012,299.9039658676791,Gene 33
640.7001262582905,307.94166979100277,Gene 33
640.7861588210611,300.0796918388754,Gene 33
641.306255182559,305.42379714393576,Gene 33
642.1170328852533,299.6141551726909,Gene 33
640.9464328471647,297.5646474316646,Gene 33
643.3397413960714,306.7608727854782,Gene 33
643.3458557883803,306.3061803464925,Gene 33
642.1882902533945,294.83468787202474,Gene 34
640.9697865373112,298.2955569837792,Gene 34
640.9097991304528,309.4943707705972,Gene 34
642.9985951184684,312.0594427766735,Gene 34
643.7191773983365,307.0267035777956,Gene 34
641.2755167393801,296.4317839881161,Gene 34
642.6933573640807,302.1394286874302,Gene 34
641.7554082850567,294.9530727722392,Gene 35
641.8596207869059,307.8437908453926,Gene 35
643.1464816847049,300.23149005395635,Gene 35
641.0040207302179,296.19379599629457,Gene 35
642.6337865334713,299.783012068145,Gene 35
641.0644793125409,308.8345579273439,Gene 35
643.8334641036622,305.53160136590265,Gene 35
642.8947674300865,295.301019230577,Gene 35
642.2733020944984,311.80837577173014,Gene 35
642.240543084077,296.8394010714124,Gene 35
642.8332587098298,300.06407789837755,Gene 35
643.3540606359754,297.7264128677005,Gene 35
642.4730770410645,297.51354928086994,Gene 35
643.3889984561166,306.7265030383638,Gene 35
640.718641565064,307.0375868366279,Gene 35
641.3780983678313,310.50784883130734,Gene 35
643.5053641096706,305.9298012797382,Gene 35
641.1473609217701,300.59172971057296,Gene 35
640.6555346567358,308.42087397771604,Gene 36
643.2123608102524,303.0588850832618,Gene 36
643.0644849688383,295.71049046837527,Gene 36
640.8884699461823,302.6448189809506,Gene 36
643.2240261220601,301.49989637804265,Gene 36
642.7046836739523,298.62700094072767,Gene 36
642.7172627052096,306.0641908312633,Gene 36
641.5566734241132,299.55628796994336,Gene 36
643.5812471622322,298.82728062850435,Gene 36
643.8066554627677,299.1812957345488,Gene 39
640.976206368102,294.8257996635973,Gene 39
642.5285631355612,297.0914763944024,Gene 41
642.870683829153,301.8701581285795,Gene 47
641.2747509571674,295.016708800627,Gene 47
642.7112524166464,297.77083112369604,Gene 48
641.8078327632086,311.5372812101853,Gene 48
643.7591675219899,304.9865730698264,Gene 48
641.7247449584281,308.0602749039983,Gene 48
642.4807917560956,309.4238541514097,Gene 48
662.7855452409474,303.4192783352731,Gene 0
657.962987160497,307.3399637824505,Gene 0
657.6680741636643,298.7696037846745,Gene 1
663.4760656581414,302.4708200904058,Gene 3
663.1706998841048,300.7375208174076,Gene 33
662.8285630680291,306.6753326910183,Gene 33
658.2668502566488,300.8041316238222,Gene 33
657.872892547134,299.26061257652367,Gene 33
658.7469204168249,300.1608092118686,Gene 33
658.2552133192379,299.79257243584937,Gene 33
659.4769973805976,309.0744226929959,Gene 33
663.1632640856285,303.88779289811293,Gene 33
