x,y,gene
604.1459666156386,11.309685962676904,Gene 8
601.8290545349381,12.03933271662783,Gene 8
601.8999564151436,11.19896404584766,Gene 9
599.1408569482389,8.645867742810015,Gene 9
599.0318933644107,8.997164771559381,Gene 17
601.3656146687882,-0.4971405630266297,Gene 17
602.4225981876938,12.072527156443924,Gene 24
599.3944572269751,8.192712508162899,Gene 24
603.8938014922762,6.7982581232227846,Gene 24
603.1759410340792,10.47659289086698,Gene 24
602.7834196102082,10.831420526773504,Gene 24
603.0481682125959,11.895627020438784,Gene 35
603.0558184319282,14.441889510774633,Gene 35
602.9980334472925,8.531435370913618,Gene 44
604.443441563754,3.9335826481394265,Gene 44
602.8828101319748,5.532869943266805,Gene 44
600.9008508471708,15.094993461102094,Gene 44
604.1017651737499,10.907718369711965,Gene 44
603.2733158228474,9.901543849698324,Gene 44
600.5879810551841,11.698208099439192,Gene 45
603.0947287989071,15.855756823988123,Gene 45
601.3960524384203,12.214319239202283,Gene 45
602.2614097775335,1.6242929676412237,Gene 45
599.6449578598488,9.249344587529041,Gene 45
598.8863175795186,9.660575830647744,Gene 45
599.7640313146381,13.725397421811788,Gene 45
600.1915626743817,12.120259808621544,Gene 45
600.8064406008896,14.834682494240173,Gene 46
604.7533212918618,5.423491922710636,Gene 46
601.6307170325089,12.930253540416892,Gene 46
599.7900250088744,8.694376502049519,Gene 46
604.8200465474312,10.853042636368928,Gene 47
600.3051692851488,8.7791685538007,Gene 47
601.4251800110873,1.0024165157276466,Gene 47
599.1901458333858,3.550476565227463,Gene 47
600.3014384380715,5.2256305464185235,Gene 47
601.9363730621559,1.6284521102224998,Gene 47
602.6150730782823,14.471221271341708,Gene 47
603.5923633093257,7.545904807569349,Gene 47
603.3200355283428,2.5506739603658195,Gene 47
602.5974465134003,0.32771751399489624,Gene 47
598.8351624561152,3.867020521907336,Gene 47
602.3700412369412,12.647303664722017,Gene 48
598.6870849099305,8.708858413314106,Gene 48
604.0664774449771,13.331203903376622,Gene 48
600.2557867571821,3.6291567455590314,Gene 48
601.3883263410335,11.063836017727105,Gene 48
600.3400644203276,1.0009229624625737,Gene 48
599.6478538844191,7.365323885614213,Gene 49
603.6376284933721,10.683299180381086,Gene 49
601.2345999641805,2.0742025365990697,Gene 49
600.9308125830794,12.792994324169557,Gene 49
601.5813319743445,12.725763487715135,Gene 49
599.3740004654007,4.0138027551749555,Gene 49
607.6589821557359,6.389371590937234,Gene 9
607.9586829967325,5.514773935981676,Gene 9
609.7965667980891,16.034897899636963,Gene 9
611.9114859109499,9.821160585968126,Gene 9
608.1194637031406,15.284659702650133,Gene 17
612.3484554609083,6.056849217029905,Gene 23
609.3856257904074,15.566764149261882,Gene 24
609.5046965268018,8.546865931854317,Gene 24
611.227216699455,11.871115834148465,Gene 24
609.6546816773672,16.811270778904966,Gene 24
613.3852128682936,7.081456243605126,Gene 24
608.6984555872882,4.713009610558184,Gene 28
607.6001558440604,12.322486812655988,Gene 33
612.1283106424293,11.40795265479601,Gene 44
607.4705948519437,7.980649279101262,Gene 44
608.6797230150942,11.829039743554594,Gene 44
612.0524465107479,10.700047571769044,Gene 44
609.2382720880815,1.4518676532219237,Gene 44
608.4995310271914,10.119934444572106,Gene 44
607.3513242484483,10.019214918921005,Gene 45
608.4763177140543,14.135707363086421,Gene 45
609.5075622710893,1.9050952662211795,Gene 45
611.4284247760842,1.4775786598096703,Gene 45
608.4486620540969,10.675805177452462,Gene 46
611.7776489838897,2.2414704107952232,Gene 46
610.0374560377679,2.7219082009846858,Gene 46
608.7241206397294,15.44028304732346,Gene 46
610.0366683490079,3.61642659999507,Gene 46
611.3505657468495,8.028814269037236,Gene 47
612.6677793467703,9.812577273146749,Gene 47
610.4328447881135,1.2689927761349225,Gene 47
610.6669824422169,9.680641622332066,Gene 47
608.4027180472243,12.561994890690231,Gene 47
609.8115820644713,13.86275889326837,Gene 47
608.5096474855151,5.086820720611144,Gene 47
609.2263304487296,5.34490462264449,Gene 47
612.1590007104294,13.648478416816076,Gene 47
607.9589938636024,11.256361454703816,Gene 47
611.1360756931919,12.834200105324452,Gene 47
608.9614059450803,3.6602233441816567,Gene 47
609.8182165292877,6.846634358889259,Gene 48
607.3497704292984,6.33972649784416,Gene 48
612.5777604561779,7.776207137304638,Gene 48
608.8277374605022,3.5129662543614577,Gene 48
609.539104172165,4.452146930037493,Gene 48
610.9462802127244,16.78401704090609,Gene 48
608.1085746312586,6.965195557640082,Gene 48
613.209561447691,9.508094869283712,Gene 48
608.0850165670588,12.183261413500567,Gene 48
610.1655273432019,4.754120370593508,Gene 48
608.174600121082,11.012138863513492,Gene 49
608.7202733714373,1.666910430035598,Gene 49
613.4288580672405,6.679807901939417,Gene 49
611.5117756930671,16.296797241351612,Gene 49
607.1302541194711,11.394943555830718,Gene 49
613.4510723161434,9.212014083467448,Gene 49
607.3613993543081,6.7673962373163645,Gene 49
610.8831246587924,2.455606594143867,Gene 49
610.5326297059268,13.35661741136199,Gene 49
621.6610461461245,15.949650510398717,Gene 8
621.9002885195175,1.141460885014732,Gene 17
621.7664126621034,21.229674794383584,Gene 21
622.571882627269,4.315331675560246,Gene 21
