x,y,gene
104.50240980819197,98.70899641265478,Gene 12
108.12425050720326,98.57367743199075,Gene 24
104.55678358648316,99.05637029768734,Gene 30
104.49470147774704,108.74486284815546,Gene 32
107.62215701438879,103.409452049083,Gene 32
107.28331554729311,100.31196757515039,Gene 38
104.52302269075632,100.98352219258507,Gene 38
105.14418407734331,103.59353425136199,Gene 39
107.95396184737457,102.98206289232245,Gene 40
104.43916898016894,105.47186605973178,Gene 40
107.92316420349012,101.28138547512202,Gene 40
106.85885278007106,98.86684519038664,Gene 41
108.0202259573246,105.08463516763312,Gene 41
104.62500300614998,109.2962830011724,Gene 41
105.96920986380695,98.61297794684131,Gene 41
107.54116785400272,103.66137144379233,Gene 41
104.46770807711067,105.63269823276406,Gene 41
104.76004378235568,99.35443028944398,Gene 41
106.13616554020128,106.98360985598116,Gene 41
105.01988958121603,96.75093876211305,Gene 41
104.40571523084618,105.50646058456913,Gene 41
105.61645831899044,109.74498934864523,Gene 42
106.76969379122684,96.4636073734499,Gene 42
107.09807772746464,110.92955091952923,Gene 42
107.95770348624734,103.78985079922873,Gene 43
108.2680833832283,105.27926626021478,Gene 43
105.23237807864912,101.598045793695,Gene 43
107.86744757520476,104.61576657976302,Gene 43
103.94670164482122,102.47634436318016,Gene 43
104.91331649677613,109.05987226782719,Gene 44
105.73789561908035,96.07062153340993,Gene 44
104.80906419577808,99.97718201801966,Gene 44
106.6411610496612,96.28769477376174,Gene 45
106.86792577768459,106.81935187907898,Gene 45
108.11732856755017,102.42649324768712,Gene 46
106.79754414152221,97.1598029338982,Gene 46
118.53574945618777,104.67002259100488,Gene 4
114.15770686024885,102.96274543908841,Gene 4
119.25994880097967,104.77874572496698,Gene 4
114.97163501249545,109.38742011696174,Gene 4
118.89247224335838,103.68044651436269,Gene 4
115.46937640218444,113.04158639522487,Gene 4
114.80552230023741,107.58444521621794,Gene 9
115.39593883394299,109.00994123151106,Gene 9
120.0241949498917,108.35775359018993,Gene 12
120.04780187855502,107.55613778435556,Gene 15
119.65304252743304,109.70842900299537,Gene 23
117.74113432363048,103.8464518728079,Gene 23
118.3984590005822,101.32007265440048,Gene 24
113.36990460201525,109.17624799162097,Gene 32
117.60937348663087,100.77690801969356,Gene 33
115.71881754323417,111.37669157473849,Gene 37
120.05868676908783,110.73012898671575,Gene 37
116.67721850525434,110.7176725652809,Gene 38
117.58369963014455,111.32862600563166,Gene 38
114.32671699790815,106.95001043717018,Gene 38
115.6153646219259,108.2153703124696,Gene 38
112.60148776693637,105.00463831384116,Gene 38
119.45062731256829,105.62915445387566,Gene 38
118.90334738668557,106.0674398618591,Gene 39
119.39507114615847,101.30612124331783,Gene 39
118.67477788139955,99.73876983699522,Gene 39
120.52308732167664,102.06606798385243,Gene 39
117.48402177407449,101.54274123043322,Gene 39
117.15526445182485,112.81750112917388,Gene 39
113.86751884330877,105.19566774007284,Gene 39
115.07855883883121,109.69967833090084,Gene 39
114.41813741082507,106.9632921792603,Gene 39
115.99136788238584,111.12324141070405,Gene 40
116.59714859907571,101.29381717729258,Gene 40
117.86539880714523,102.64234919074326,Gene 41
119.08500882286432,99.9881359552272,Gene 41
119.94590305250505,108.00280385243447,Gene 41
113.30634564125829,106.42220176860262,Gene 41
117.25294651179983,99.00370714470091,Gene 41
117.9940177371126,109.91728506017218,Gene 42
116.44858991581579,103.30961399504636,Gene 42
116.12953146815248,108.41394342475043,Gene 43
118.06780086017959,100.30662118854063,Gene 43
115.85780199698127,102.70125649793839,Gene 43
121.05683263570465,103.27260442481821,Gene 44
118.52500007042681,110.24429172746188,Gene 44
119.88441515642258,108.92519822127994,Gene 44
114.19169902197308,101.17336642786896,Gene 44
113.24915726688515,107.8451177070485,Gene 45
120.96706936508974,108.78451304179704,Gene 45
120.30005569990294,104.45078034972421,Gene 45
114.64126887676412,112.2027068816718,Gene 45
118.9887229069221,107.67180585167478,Gene 45
112.4654579506993,105.06586096039719,Gene 45
120.91673400538973,102.07769657804307,Gene 45
112.91430075350128,106.06606221929286,Gene 45
123.47131145560755,111.39321681766506,Gene 4
125.9699359808153,113.20408957102597,Gene 7
125.47699477566123,114.19066776292154,Gene 9
122.646246979958,107.48408056556536,Gene 9
123.30273086279486,113.93708252533135,Gene 32
126.26583101218009,103.490439212148,Gene 32
123.87614974895801,102.99851873966918,Gene 37
124.0645143001467,98.01210016324167,Gene 37
125.83919295212247,103.48190389394776,Gene 37
123.91996107413178,101.4175537148059,Gene 38
123.22748227088903,103.94910401768009,Gene 38
123.62090608634313,110.52018181827184,Gene 38
124.3566496894696,116.95635081571655,Gene 38
126.64487731059339,106.7627410885949,Gene 38
124.6391256416652,101.84519039647566,Gene 38
125.04012773052916,112.3770057234414,Gene 38
123.84778870833262,116.1599955770728,Gene 38
124.34306774140033,111.980676427284,Gene 38
123.42445926050397,107.95905446628579,Gene 38
123.20938238165752,107.85978447226894,Gene 39
125.1452535635893,114.92870126577614,Gene 39
124.98597485280443,113.25457817973542,Gene 39
124.25490462636206,116.34355534098083,Gene 39
124.0703069343561,105.3166096951275,Gene 39
123.060627224859,104.63132931072613,Gene 39
123.98020821588692,102.49912419309291,Gene 39
126.04002648059742,109.12226106246351,Gene 40
124.06481230341475,100.26610150413437,Gene 40
123.68226030472816,113.85714937900516,Gene 40
123.33894893792454,100.53144005605488,Gene 40
123.23353018620561,112.89853494662088,Gene 41
124.44516412024308,98.7817910544445,Gene 41
123.2758955905191,105.8288012608499,Gene 41
125.26318160973334,115.73316856594994,Gene 41
125.29983883764704,113.58125604292826,Gene 41
125.93118488618354,108.9972492966521,Gene 41
126.48397936819825,111.97369557782741,Gene 41
125.34166744374612,109.16326203962308,Gene 41
126.63222873970197,107.30273214648689,Gene 42
126.574459184119,107.76376920802328,Gene 42
123.119407760435,102.20296672548251,Gene 42
125.87386318560596,100.2579147861337,Gene 42
123.52082585579926,112.45681004347324,Gene 42
125.9027652158421,108.19526918214409,Gene 42
124.20841263248225,97.55175712229709,Gene 43
125.93951357644652,112.63862782981907,Gene 43
125.25427827945335,108.25628472678456,Gene 43
122.5900691661213,104.92829280861847,Gene 44
124.48234450331279,99.87708894264009,Gene 45
124.26767168472959,113.01744834145953,Gene 45
126.51188822713907,110.93469424621193,Gene 45
