Type 0,Type 1,Type 2,Type 3,Type 4,Type 5,Type 6,Type 7
5.054997585554545,0.0005737296211204688,0.23428061754007584,0.1388138202527992,0.0,3.964179367306014,0.0005887752584136942,0.0
5.7213046395822,0.6971365139544077,1.4091927165768907,0.0,0.0,0.8811024120146346,0.0,0.0
6.098461301348215,0.037426643004300174,0.0,0.9889393344178032,0.014500165091480163,0.016571777341861563,0.01893358481050188,0.0
4.637783521182833,1.583350553475742,0.006261182760575722,0.520176842712677,0.009011249832379126,0.029004419604273912,0.0,0.007750700447791395
3.797398543733724,0.003940465110857792,0.0,0.0,0.9230165461126095,0.012640608316640644,2.152457455747836,0.0020267304750832965
7.7689477729909004,0.002535372008168504,0.0,0.1573728600928185,0.7019646973513057,0.0,0.0,0.0
0.0008703998391191044,4.736987892138252,0.0,1.8934963646658802,0.0,0.0,0.0,0.12478631649550759
0.0008167470292950013,5.6666706768506065,0.0013758733304387028,0.0007490633566700659,0.0035360555186947935,0.0,0.24576712444676713,0.002128987135122959
0.887829180489303,3.533366950863921,0.01179715183343082,0.9805313691425199,0.0,0.0,0.0,1.2108868846754386
0.0,3.312844902393397,1.5296431400458799,0.0,0.0,0.23156690732478175,1.2540608125734187,0.8864370487644426
0.010524114032770449,6.906005830490021,0.012087737282633664,0.0,0.0,0.0,0.000710843606170059,0.003740843956800533
0.0,5.245505590351045,1.4260550163637618,0.0,0.0,0.0,0.0,0.0
1.42347570291222,3.377788799595642,0.78856940623665,0.1532141855385988,0.0,0.0,1.1216243777593309,0.0
0.004622495758338298,3.8299516622889382,0.0,3.2151840189174203,0.38504642956104757,0.0015030172576301188,0.0,0.0
0.5185261193088992,0.15658596711599804,6.971971258236243,0.034027564140362995,0.0,0.0,0.0,0.0
0.0,0.0,6.612564483778185,0.0,0.0,0.0,0.7808752971030205,0.749744184313247
0.010446922866613511,0.05469048966435535,4.917468060369564,1.5897402490437915,0.12177120168185276,0.03396845811989531,0.013732641203389073,0.25974798944654665
0.07233819055584721,0.7485491523248786,6.081074203779472,0.0,0.003819313434474637,0.0,0.0,0.6404193743669051
0.0008348822615820174,0.0,7.011021283066665,0.0007656957256700847,0.0,0.0325757126759972,0.0,0.004352519275851511
0.012425914721218916,0.04762783924682522,0.6698371586997007,3.1721606405259872,2.3170781589630898,0.48840344591114276,0.0,0.0
0.0,0.1503170834652264,3.3779954443951588,4.831117186943862,0.0,0.0030967088172661307,0.02688919018151539,0.0
0.0,0.006553303927170172,0.0,6.66465652953968,0.0,0.0012263024383953962,0.008406449377774336,0.33228621120197477
0.000788949659668607,1.9060944734299423,1.466602833187703,1.9637677582489175,1.096442439398858,0.0,0.0,0.13984394904477176
0.6785156395945003,0.001245236314082904,2.714834345214068,3.2739088320634075,0.0,0.0,0.8287127807157986,0.01457074271083554
0.0,0.0,0.0012920885718227181,4.203808984100105,0.026565799766345554,0.0,0.7949811027791621,2.586147570805721
0.956801161471358,0.0020928235920378603,0.0340865171779877,7.89671736630197,0.0,0.0031329963664977404,0.015749846576289393,0.0
0.0,0.0,0.0,0.0,6.640402359870487,0.0,0.0,0.015015215020229511
0.011551229464398259,0.00278769899675559,0.003243156078074308,0.5191050813654217,7.814947612719634,0.021909499214363286,0.0021456032642897097,0.0
0.6713207530802929,0.0012150915594944178,0.0,0.0,6.333862619661796,0.03683505311707208,0.0,0.4965367723999702
0.0,0.0,0.003231698133724546,0.0,6.618572602001298,0.0,0.01881460179601119,0.0010001274970722254
0.025925018648464155,2.477604213921613,0.0,0.0,3.220947673649459,0.013596115141052436,0.8817002835864324,0.0
0.0,0.0,2.7940711610275875,1.3629361587532023,3.075021546897482,0.0,0.0,0.32636280267322937
1.2294435589342494,0.0,0.10992721452936408,0.0,5.365381898882147,0.6226983531286316,1.1263671279234786,0.0024651918162470854
0.017199395429379483,0.0,0.006438601651066911,0.09727352272780988,0.6453521872200633,14.04321539127168,0.014198807568329183,0.027397998344123282
0.0,0.01562217182143674,1.9363455750086978,0.04370167717308967,0.18995143538607148,10.39830512528984,0.0,0.008202472141138978
3.0159537171551856,0.0,0.0,0.0,0.11586988606501752,7.515145326324618,0.0,0.06935493242107718
0.5252320142439957,3.279966843465534,0.00497874333716812,0.0007744471640836183,0.3341477277879009,4.870817595865444,0.0,0.0
1.9738925199897572,0.0,0.005667910413051378,0.0,3.515449886108049,0.0,3.8447634515763953,0.0
0.016586604649825257,0.0,0.0,0.0,0.1957785752042773,0.001419257972173957,6.305158911135782,0.0
0.0,0.003033383195786283,0.0,0.0,0.0,3.388063842863878,4.673755262240768,0.0
0.7038248162447595,0.0,0.4130161992308242,1.871726250650016,0.20638728540747123,0.041751531516460924,3.123285447930815,0.41943515955736227
0.3976000732541481,0.0,0.0,0.0,0.001639414108753051,0.417084361553055,6.546885437288222,0.0
0.43734337266900625,0.0,0.004248081029280977,0.0,0.0012477436308066451,0.0,4.812009106260916,0.37092527921666224
0.0,1.1753030692044952,0.004333836048327287,2.4365354601970304,0.0,0.26489355092520617,3.001612598976316,0.11512059792802438
0.0,1.374744863256332,0.0,0.001518276095236579,0.0,0.0,1.9876610307643265,4.824441476831319
0.0019438500199104444,0.0,0.051574401927667074,0.0,0.0,0.0,4.527740207155796,4.642610129420744
0.0,0.0,0.4938826678833478,0.0,0.0,0.025020464423379442,2.1068160316132603,5.5491193922232
0.0036666632318941845,0.04844766101185458,0.0,0.6212786929868465,0.0,2.6020325308646406,0.0,8.886335058502
1.752089868203566,0.10864754953252442,0.025949360116540775,0.0,0.0,1.3410334429770117,0.5028429658282758,8.476231988720386
0.0,0.0,0.0,0.5958831142743239,0.22937532007860473,0.0014549595500381414,0.03324640377216448,10.412487234986312
