X,Y
12.99557739911236,10.044856909988688
22.730152329391647,8.240473973431037
35.38249615589278,11.627149744906893
43.705609072512885,9.721797157892548
62.60979329282202,10.445960657171801
69.69928424685536,7.851546717423231
79.97623605754409,9.457963268038228
94.45846333702542,10.406577605434562
106.54648677629322,8.85373014722221
119.02862352962016,10.619096741847137
135.9748265189264,9.157536490366322
144.53854990455932,13.174487666273334
161.8207809172471,11.455432186646592
165.80866470388418,5.423804457136339
180.2779693885946,15.265107238022864
193.86814905863565,12.46152144737408
205.7891358997505,8.290441539433186
213.28038022396976,6.732665963605342
228.6821677490553,8.495839274699977
235.41011925120347,8.235495334464343
250.55344814376858,9.706284687596666
264.52521577960795,11.99566742372181
275.1267033886038,7.721037140760597
288.7433235823961,11.695249229736042
302.2013022466197,9.951586468846667
311.0091580819383,12.103975378508613
323.80556474504687,13.345907377165405
339.1452514553179,8.494178016934244
346.7403493457902,10.989739623650687
359.8713978453261,7.821581331886222
369.6212675888362,7.506943745205776
383.12770077172604,9.98822353727559
395.24768182572495,15.274961636263633
403.2996693399636,11.550060063142059
417.5070152546763,12.015188437209929
426.5012457792391,10.053744447138943
444.2477077367375,6.178716862206479
457.3467632097325,10.79656923693266
465.41339007753595,13.155508670723439
480.14253123610695,13.857174823291833
492.19954565759,13.716485924052376
505.76439738169074,11.707654825340724
520.268349293536,9.678228409565406
4.326254846962604,18.88041768974516
17.991758137858625,23.368784005908424
28.12256937726761,18.993200604349873
42.755794359765524,16.621897922886276
53.65144261500025,17.66624296738696
65.2724623589911,15.24524050939895
83.70719482003398,22.993543759166695
91.06033480648243,16.57557776135233
103.07985019120063,20.44071286325712
113.91693284666134,21.147930975358403
126.57722724948641,22.479013540500873
137.8336990092772,20.961348435627492
147.76169806761783,19.582072353460017
162.1536896212284,22.124545677653984
175.89270698865164,21.873928848317927
188.7897530755,16.268521361848574
196.36775062726136,16.026280446380433
212.33951588726575,20.63906541445742
218.14934732772267,20.625901777170604
235.83691143107967,19.129429314387796
246.25492630936276,21.19155798578714
258.21377024745675,20.357053013987322
275.8968224471512,21.235275733479195
279.29427267596077,24.044830263240566
292.2764233503945,21.842186036272604
304.88943378912,22.57544167416173
318.6067649441736,24.239781612420305
327.9945506808527,21.886892594260964
342.38510487765467,20.164624008601383
355.70195313504354,20.76958342205784
364.39340694412044,21.35332577206203
381.9078437903402,21.46864545924279
386.8049748229996,17.240713715935357
405.39563611910427,16.877442303334412
413.9576226919431,19.517887725571352
425.54521167128047,21.383730028363882
440.73016358017793,20.078512834297953
448.55297295874266,17.33026542829338
462.23181103108453,20.118295450275145
470.66570559426515,18.05754600950164
487.71357131791325,27.609896549303016
498.97055252851555,21.712629250680518
511.8867245800437,24.12820257292623
8.73269526480032,31.032680400546344
21.740537768377788,34.36204035180122
35.287940270645954,28.536201730011204
47.71094943212504,31.152114508255593
57.77939529642859,34.68717966962127
68.38215968631937,33.65587132842067
85.31158636575705,28.36665769871558
96.21098967974493,34.56445348148061
113.01994388251833,29.685006061371304
118.21982611944593,32.935387757238246
132.6390226277894,30.743432892799657
142.11855983935982,30.867651924884132
154.41040784602234,29.804702149908344
167.80711766387284,31.483816777459772
179.13916169028496,32.61538975426374
189.3245120510059,32.43668230362446
203.64058294025017,28.876782689638077
216.89541609830863,30.627569563596314
227.93605202873204,32.42392946239832
238.18895020194066,33.0807394581955
249.95539645696277,28.67162678745905
260.26131287241304,31.33417125163679
281.4707637559293,32.43824000444716
289.6877014635315,30.57373647893183
299.76394466526335,34.802844710213165
307.2940762081972,33.47519363741019
323.1465009269811,37.395293818942456
335.6499496861292,32.76557078744469
348.6480395535191,30.316938925905404
361.2187285624082,29.08537794249841
378.1387811936843,33.03412721523702
382.9317071582525,30.52266247648834
397.85975655683194,30.03954797001573
405.48934039605695,35.522100644969164
422.29965223154835,34.45372822412215
436.8241769185103,26.578982406476662
446.71525679347496,28.672591373918912
458.7489269544042,26.62546904707575
466.9475058835104,32.17433543492316
483.1428509163572,31.289570966501643
495.15582937818624,29.830038278121194
500.8033257624902,33.92238894977589
518.1619002252344,31.968770811316578
8.784727125087331,39.39532694101137
12.455148295769783,36.01697967858895
29.57452387670528,43.65539853979603
41.57785595361698,42.06674613362368
56.75300426806305,44.050619008115454
67.81886508797086,45.32629392438694
75.44044371873274,43.2219132510397
89.19634661156459,44.23162555417235
103.46748072130742,34.207731437517396
111.39963613253846,43.27926743743726
124.4119697471714,42.964445246765194
134.42192050500276,43.85180175672681
152.29764113959277,44.552224431600685
158.57864934671431,40.37128266481489
174.183846531448,43.030637199187076
189.08800943367058,43.281597244671666
197.76397501841168,38.65517304734447
209.7547439698879,37.234722423399205
220.8280884755233,38.10902240232285
232.5941990301029,43.33783339188034
243.86774198225623,41.64766128239968
261.2624960107366,43.526828895863936
269.7363977697477,44.67763961637705
287.3787825539067,44.53042171222121
293.8158132111279,40.35456565321971
305.20914014565255,38.104362418790394
315.9387768353291,41.73347630227272
334.2099618321058,41.106780704719476
340.4146040128147,47.95826743167156
353.92578048114535,40.82087584711877
365.36716445426396,41.36360262293362
414.5980510063965,41.099692334682985
425.5109570630211,38.56603643933468
442.4210634459277,40.35292697739864
447.24357373296033,39.36348276613714
461.7204577159292,42.47825696277102
472.0105348140875,41.99448097814999
485.4527656875429,41.882527235325185
497.52085734339767,40.189510133257905
512.1304137948434,39.72588202373469
12.244098835563987,50.419501047665904
25.27465873641694,51.560427970656555
37.214370543284836,49.764119230743766
50.56537331453332,49.49816008263267
61.18430306111214,50.93670834324242
72.57889177018929,53.801378260606654
82.9444987953836,50.63304271919655
96.13958151737911,52.01669843187037
105.33567272731598,52.039460372271634
122.56513374290986,49.98893168043653
132.92458661023431,50.08060291388281
146.31675241840398,53.47904447604792
156.21728393509588,53.11132361717459
170.29730015446785,53.962266600844785
180.29194647209073,55.28782248215191
194.0634313382477,46.21380967704005
205.55920544772823,52.06859672249402
217.30197775450156,51.36952407567343
228.32096327566765,54.60908558409784
242.68993667270425,51.94801390782582
249.5178382662065,54.37798951604736
264.39306145733536,48.50435609514512
276.6135307121692,49.0146011709234
291.5481370002719,52.72202963324974
300.17657326486966,55.167687745417055
314.4663016628673,54.00550913351756
321.1617668006617,52.78882020705664
338.5438890135666,56.60206984884515
350.1496362420387,49.6473238354371
359.1010591777365,49.989373704110086
437.3182851181598,54.68394366287415
439.45955166588755,47.2225938798678
454.4081369941873,50.1324336884504
464.6138018224466,53.98620273982109
479.767342640428,51.81161798687158
491.155237112903,52.09404515752849
501.76331280107274,55.6357056855736
512.3064239298265,51.73344151699881
0.6853695389000656,64.874991941816
20.230754459438305,62.69301786538396
31.07458664731532,57.98915532967969
40.585227385697316,63.28634284124455
58.418322470484114,60.366498477373995
63.53415011773949,65.76010592586272
76.73565775915843,61.0725874559641
87.36651629824983,63.830165400449864
100.56601166498805,63.18819988438214
113.77633226793681,63.43398398989659
121.92687507105508,63.070001484605406
136.02878805630726,61.30812947257917
150.7342633437573,64.19912039966331
161.05907958340762,62.766936261886656
175.61579406419187,60.801136383477164
185.3666099883101,64.14015471594566
199.16323889446414,63.59020684834068
213.06336351711093,61.23500637486736
221.39361371130482,62.92108763964339
231.5961506024925,63.76487112962796
