X,Y,Class ID,Class 0,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Class 7,Class 8,Class 9,ProbClass0,ProbClass1,ProbClass2,ProbClass3,ProbClass4,ProbClass5,ProbClass6,ProbClass7,ProbClass8,ProbClass9,Minor Axis,Major Axis,Rotation,RNA Concentration,Color_string,ClassName
13.213394408921207,9.861886397966778,7,0,0,0,0,0,0,0,1,0,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,13.832533817100808,8.274778791052372,2.3121780407810464,1.149855902355438,#7f7f7f,h
22.476696255951474,10.113598027150168,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,12.905220880174253,8.815641228300242,2.8467187698605625,1.1236726692402192,#bcbd22,i
34.22417224112118,10.99735977712479,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,19.07932292888642,3.5809625000983214,1.4978174771778812,0.9999597873836019,#bcbd22,i
53.288795567846265,10.945540752114265,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,15.447818875093729,7.022883466581633,0.4397140238530987,0.9603986220044238,#bcbd22,i
57.00567700901815,8.719564675682316,7,0,0,0,0,0,0,0,1,0,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,20.13655425517564,1.9942235020268764,5.217642818609422,1.014551003871215,#7f7f7f,h
71.53842463014126,12.26501043535076,7,0,0,0,0,0,0,0,1,0,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,15.68767679571184,6.104787101117382,2.3015894679722337,0.994335058926202,#7f7f7f,h
83.78992761268708,8.150990283992886,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,12.400586363569886,9.559638925263474,0.1615589886643748,0.982845711296038,#bcbd22,i
96.35343012475613,8.955751182365656,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,15.694128878381607,6.681433229816493,2.3599112871230563,0.9739102247542883,#bcbd22,i
113.27112289831902,7.105234933448855,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,9.611179423486485,12.3584116964351,5.7787495579227555,0.9867566358299014,#bcbd22,i
117.87345515921177,9.449334767193552,7,0,0,0,0,0,0,0,1,0,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,13.38093281800965,8.441583775355177,5.081906847782596,1.0170711371397785,#7f7f7f,h
133.36087744073126,6.608881251496474,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,11.209750536182938,11.05086270990219,4.92231682114382,0.9582909645382718,#bcbd22,i
147.88947384991252,9.956093739557883,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,15.631805633743085,6.786484022891106,4.9125090995981555,0.9635133670066482,#bcbd22,i
157.91360329355712,12.655983396994145,7,0,0,0,0,0,0,0,1,0,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,13.260912626713656,8.868098586773355,2.203646964146967,1.0156833804365697,#7f7f7f,h
168.2181979881376,11.274245549314934,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,11.242915612100626,10.625411247480661,4.713490424431826,0.9118443027591411,#bcbd22,i
179.54677468924487,12.288244296156222,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,15.248644732958377,6.730390983001812,5.6934397849896525,0.925469379949817,#bcbd22,i
194.74407130435543,13.535396063833003,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,16.13981653482357,6.019100730083322,2.0670468983304895,1.00583316300235,#bcbd22,i
199.33245596425382,7.675080007947226,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,15.943342652541984,6.373255886227723,0.7687346316683722,1.03333963799698,#bcbd22,i
221.8053699582611,13.597717990650818,7,0,0,0,0,0,0,0,1,0,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,11.909862008501818,10.079294790922138,2.9531354334765565,1.1505892028646747,#7f7f7f,h
227.42783785581645,15.33616860941034,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,13.875963275342807,7.840501408304048,1.2876013413102447,0.9412311287176289,#bcbd22,i
241.18774516727433,12.600981669385156,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,13.35464939312572,8.494441539545088,3.0232268596388803,0.9045989745168751,#bcbd22,i
252.7624561540297,11.722438140459868,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,17.94533704425527,4.397369439139327,2.927082520415535,0.9077654718850698,#bcbd22,i
261.69873484549055,10.855130801990331,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,9.721701590457398,12.160675498073038,4.492253877316046,0.9866587796363447,#bcbd22,i
273.99633822242396,12.483786904641871,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,11.934990726992478,10.177502492076815,5.941321306911586,1.0784771763657688,#bcbd22,i
287.7486786770741,9.300076367559502,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,14.784098640326883,6.769986731651799,1.6941847297201083,0.9779368288936708,#bcbd22,i
299.6670384907744,7.628208194344134,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,15.534678198235845,6.560708184158609,4.651273955869711,0.8788844775575422,#bcbd22,i
311.00696465485237,9.775733602348938,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,16.404125132965564,5.252977744126091,0.3671280459752946,1.0784056644063587,#bcbd22,i
323.279785544972,10.597745611164259,7,0,0,0,0,0,0,0,1,0,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,12.000480015751195,9.573388294957718,5.463748774045667,1.0599026841876085,#7f7f7f,h
337.4249077040059,15.696997936984985,7,0,0,0,0,0,0,0,1,0,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,16.12801061814327,5.840508049740908,0.8599776044372747,0.8411616751992735,#7f7f7f,h
348.11832841658844,10.542565303283837,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,13.428823212435095,8.480723610111315,2.6774833020317343,1.1352389778978504,#bcbd22,i
358.9378718373777,8.69837632358461,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,13.619562440165026,7.948535365581292,6.227820350869643,0.9768895294326239,#bcbd22,i
374.03044214425375,10.518925342645609,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,13.22683329523852,8.542550386843082,2.1757025753518904,0.9925915216291459,#bcbd22,i
388.17665079226174,12.648195481520357,7,0,0,0,0,0,0,0,1,0,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,12.056652331090156,9.306474775575285,3.8536937306452588,0.9005674134981989,#7f7f7f,h
397.00505249968836,10.326822497822333,7,0,0,0,0,0,0,0,1,0,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,11.553423762699842,10.63767580140768,4.340927114457518,0.881795315699139,#7f7f7f,h
408.6330976978753,6.830472125905756,7,0,0,0,0,0,0,0,1,0,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,15.615384331152928,6.335232375603066,3.85170373562789,0.9895072706900814,#7f7f7f,h
421.72460482147676,10.277274527858662,8,0,0,0,0,0,0,0,0,1,0,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.00027384351647432713,0.3239552262834357,0.6738540255840957,0.00027384351647432713,13.584496361641575,8.323599545226598,2.4649269059035053,1.0123523694715912,#bcbd22,i
